StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,va_f_1,va_c_f_1,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,gm_f_1,gm_c_f_1,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,ab_f_1,ab_c_f_1,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,pb_f_1,pb_c_f_1,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,sa_f_1,sa_c_f_1,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,br_f_1,br_c_f_1,Q66_First Click,Q66_Last Click,Q66_Page Submit,Q66_Click Count,su_f_1,su_c_f_1,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,su_n_1,su_c_n_1,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,ab_n_1,ab_c_n_1,Q70_First Click,Q70_Last Click,Q70_Page Submit,Q70_Click Count,va_n_1,va_c_n_1,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,gm_n_1,gm_c_n_1,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,sa_n_1,sa_c_n_1,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,br_n_1,br_c_n_1,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,pb_n_1,pb_c_n_1,gender,age,religion,education,politics_1,politics_2,Q79,PROLIFIC_PID,STUDY_ID
2021-08-08 15:31:16,2021-08-08 15:34:35,0,151.230.144.234,100,198,1,2021-08-08 15:34:35,R_uwZ80JELIzH5tm1,,,,,52.068603515625,1.1443023681640625,anonymous,EN-GB,1,4.308,7.765,8.698,3,45,62,3.743,5.455,6.68,2,41,31,0.27,11.119,12.294,3,33,0,7.978,12.866,13.777,3,81,68,8.902,11.852,15.114,2,56,17,4.165,5.838,6.981,2,61,71,6.671,8.454,9.422,2,6,69,4.391,6.245,7.062,2,97,95,4.761,6.457,8.077,2,42,35,4.494,7.663,8.869,2,95,69,4.846,6.401,7.862,2,51,51,4.884,6.884,7.917,2,1,71,4.565,6.165,7.341,2,51,51,8.353,10,11.022,2,100,93,2,62,1,2,5,6,5ea1801717991602bbdf3eb6,5ea1801717991602bbdf3eb6,610fa0817bba062b1fb158c5
2021-08-08 15:31:27,2021-08-08 15:34:39,0,86.152.108.209,100,192,1,2021-08-08 15:34:39,R_31ZVidwU1pVakCp,,,,,51.234405517578125,-0.3336029052734375,anonymous,EN-GB,1,3.647,6.178,6.886,3,28,71,4.607,7.049,9.537,2,68,,5.493,6.913,8.264,2,72,75,6.16,14.176,15.007,4,29,68,5.467,8.385,9.086,4,66,67,2.89,5.985,6.501,3,26,70,6.792,10.214,11.584,5,33,70,7.639,8.729,9.559,2,50,50,4.502,8.293,9.141,3,41,61,3.92,5.484,6.585,2,29,69,3.395,5.733,6.814,2,32,69,8.019,14.012,14.949,2,51,36,5.158,9.501,10.804,6,29,71,8.779,11.376,12.282,2,27,68,2,18,2,3,2,3,60fd3b3b0aa9d30c90fa6854,60fd3b3b0aa9d30c90fa6854,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:32:46,2021-08-08 15:35:44,0,2.31.148.222,100,177,1,2021-08-08 15:35:44,R_2SHUGrKxfp4S10o,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,1,5.099,6.834,8.032,2,7,81,3.335,7.526,9.129,5,79,54,5.101,9.942,10.922,4,100,3,8.837,11.717,12.727,2,72,31,6.38,8.704,10.15,3,71,21,4.997,6.085,7.091,2,67,29,6.962,9.795,11.324,2,62,7,4.634,6.294,7.351,2,67,59,3.55,8.253,9.215,5,51,2,4.346,7.216,8.925,3,9,65,8.04,10.555,11.692,2,24,67,12.147,13.863,15.009,3,59,,12.283,14.123,14.892,3,67,61,8.111,14.421,15.013,4,33,59,1,21,4,4,4,4,5e84a18fa63edd036ba251f1,5e84a18fa63edd036ba251f1,610fa0817bba062b1fb158c5
2021-08-08 15:32:21,2021-08-08 15:35:45,0,176.253.190.240,100,204,1,2021-08-08 15:35:45,R_ZyN47GxhLLT0tG1,,,,,56.118499755859375,-3.794097900390625,anonymous,EN-GB,1,5.255,8.618,9.938,5,0,100,4.077,4.077,4.848,1,,74,10.716,14.028,15.11,2,79,100,8.162,11.82,13.064,5,23,69,8.578,12.169,13.384,3,62,17,3.955,7.364,8.628,2,0,100,5.018,8.487,9.533,3,64,48,5.211,8.188,9.485,2,96,92,4.936,9.052,10.516,2,0,100,5.252,8.701,10.008,4,11,70,4.372,5.796,7.121,2,68,69,6.701,8.057,9.508,2,71,68,7.335,12.017,12.907,3,0,100,13.386,13.386,15.014,1,29,,2,22,1,2,1,1,6107a60643d18baf2d7d5db8,6107a60643d18baf2d7d5db8,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:32:29,2021-08-08 15:36:33,0,87.114.20.111,100,243,1,2021-08-08 15:36:34,R_sIpUu7oYYZLh0Yx,,,,,51.113494873046875,-2.5279998779296875,anonymous,EN-GB,1,5.807,8.863,10.141,2,89,90,5.228,8.764,9.7,2,8,85,5.673,8.722,9.672,2,40,5,10.352,14.352,15.112,2,100,42,7.31,12.021,13.286,2,67,90,4.384,6.512,7.551,2,15,41,8.685,12.277,13.063,2,13,96,10.6,12.856,13.598,2,80,62,3.754,7.066,7.913,2,100,88,7.835,9.901,10.689,2,100,85,6.48,9.528,10.413,2,32,70,7.73,11.13,12.825,2,17,35,7.657,9.721,10.456,2,70,36,10.29,13.018,13.898,2,52,26,2,51,2,3,2,6,5fb04d7b18107a403a5e77c8,5fb04d7b18107a403a5e77c8,610fa0817bba062b1fb158c5
2021-08-08 15:33:57,2021-08-08 15:38:01,0,146.200.22.92,100,244,1,2021-08-08 15:38:02,R_3CNoTlDZUnVuDzr,,,,,52.3404998779296875,0.993499755859375,anonymous,EN-GB,1,1.683,11.766,12.165,5,26,70,3.053,5.049,5.491,4,67,15,5.447,9.196,9.633,4,88,14,8.203,10.215,10.744,4,41,19,2.535,11.031,11.5,6,68,8,2.533,3.934,4.394,3,0,74,5.094,12.276,12.871,10,28,100,2.509,11.382,12.22,6,100,100,2.326,9.682,10.401,7,0,100,6.466,7.805,8.6,3,69,29,3.416,4.446,4.93,2,20,23,3.701,10.192,10.911,5,67,10,3.95,5.32,5.801,3,21,64,5.036,9.45,10.101,6,0,63,1,25,1,5,2,2,60fd3d1b5d565fcf5e01105d,60fd3d1b5d565fcf5e01105d,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:34:59,2021-08-08 15:38:22,0,94.194.48.171,100,203,1,2021-08-08 15:38:22,R_xiqInBpKFywl1FD,,,,,51.489501953125,-2.509002685546875,anonymous,EN-GB,1,4.151,7.205,8.141,2,0,91,3.901,6.636,7.742,2,94,89,3.656,14.579,15.116,4,75,35,10.895,14.336,15.006,2,68,,6.32,8.329,9.226,2,69,62,5.891,8.611,10.313,2,68,33,7.042,11.979,13.275,4,29,67,5.308,8.252,8.988,3,100,94,5.555,6.903,7.529,2,16,80,6.754,14.31,15.008,3,55,17,5.711,8.603,9.123,2,0,99,5.774,8.622,9.999,3,34,25,6.592,9.412,10.285,2,67,38,7.622,11.168,11.925,3,21,67,1,20,1,3,2,2,61056d28f68265d7b1a39722,61056d28f68265d7b1a39722,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:35:02,2021-08-08 15:38:52,0,213.105.228.185,100,230,1,2021-08-08 15:38:52,R_2EaBZ42jftoYMt8,,,,,52.351806640625,-1.277801513671875,anonymous,EN-GB,1,3.866,8.002,8.954,5,35,68,4.606,10.008,11.44,4,44,5,5.547,13.672,15.116,6,82,33,4.88,14.537,15.109,7,53,,3.901,9.2,10.296,8,79,70,7.08,13.952,15.115,4,41,1,6.748,11.653,12.947,4,39,31,0.152,11.512,13.179,7,98,100,3.067,10.372,11.218,8,56,34,6.163,12.084,13.666,5,70,69,3.266,9.414,11.063,9,70,34,4.337,11.012,11.804,8,75,69,2.218,12.763,14.48,14,10,72,3.066,14.599,15.015,9,62,,2,25,1,4,1,1,610882a4376cbf598e239e99,610882a4376cbf598e239e99,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:35:18,2021-08-08 15:39:00,0,82.36.198.70,100,222,1,2021-08-08 15:39:00,R_30q4WpDiGZbUPim,,,,,51.317596435546875,0.4375,anonymous,EN-GB,1,3.946,7.295,8.367,4,1,96,4.912,7.977,9.782,2,85,34,5.956,14.971,15.01,5,45,91,7.27,11.25,15.013,3,57,40,5.791,7.864,9.72,2,56,54,3.864,7.998,9.435,3,71,68,6.563,8.325,11.066,2,21,71,4.345,6.098,7.194,2,100,100,3.475,5.505,6.913,2,0,100,4.814,7.941,10.287,3,10,81,6.224,8.35,9.62,2,43,13,9.777,14.258,15.015,3,67,55,5.055,12.444,15.12,4,15,92,9.797,11.988,15.017,2,60,37,2,18,1,3,2,2,60bf6b630a701464d43e6d3d,60bf6b630a701464d43e6d3d,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:36:45,2021-08-08 15:39:51,0,88.105.251.111,100,185,1,2021-08-08 15:39:51,R_2EcSjqrMaBNC10F,,,,,53.597198486328125,-2.301300048828125,anonymous,EN-GB,1,4.756,11.128,12.262,3,64,72,4.136,7.713,9.23,2,27,70,6.76,8.693,10.016,2,15,93,7.475,9.282,10.359,2,100,100,7.603,9.672,10.757,2,15,100,3.489,7.056,8.384,3,100,100,8.456,8.456,8.883,1,,,5.928,8.839,9.901,3,0,100,3.8,5.871,7.027,2,100,100,5.319,7.414,8.525,2,0,100,6.229,8.53,11.015,2,82,87,5.274,6.774,8.027,2,5,100,5.969,8.894,10.188,3,85,19,9.497,11.337,11.954,2,100,100,1,47,5,5,4,4,610c42a75ebfe80b50d45e00,610c42a75ebfe80b50d45e00,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:36:11,2021-08-08 15:40:22,0,86.135.31.180,100,251,1,2021-08-08 15:40:23,R_3R8S5EREXxEOHR4,,,,,51.8130035400390625,0.6414947509765625,anonymous,EN-GB,1,9.12,13.881,14.952,4,32,100,4.527,7.202,15.11,2,85,85,4.724,7.444,8.339,3,100,100,6.963,12.126,14.6,5,77,100,7.12,9.664,10.843,3,66,84,4.162,7.428,8.422,3,94,94,8.564,12.308,15.017,2,31,67,8.097,13.498,14.64,2,64,31,5.309,11.182,12.1,4,5,100,6.943,10.291,11.457,3,16,100,4.371,6.455,7.37,2,9,94,8.242,13.545,14.536,3,6,100,4.595,8.164,10.7,3,85,100,11.474,11.474,15.114,1,39,,2,18,2,2,3,7,6042a94d4bb9921f25587884,6042a94d4bb9921f25587884,610fa0817bba062b1fb158c5
2021-08-08 15:38:41,2021-08-08 15:41:10,0,151.225.2.174,100,149,1,2021-08-08 15:41:11,R_O8Qg7nM55EGNdPb,,,,,51.3177947998046875,-0.5724029541015625,anonymous,EN-GB,1,5.02,6.55,7.102,2,11,100,1.339,5.7,6.267,3,90,90,5.622,7.165,7.899,2,74,19,7.126,8.609,9.267,2,29,87,5.788,7.257,7.691,2,96,90,3.194,5.108,5.602,2,67,66,5.216,7.777,8.493,3,41,65,8.9,11.282,11.933,2,85,32,2.462,4.11,4.553,2,9,99,5.987,7.897,8.458,2,3,94,5.49,7.41,9.77,3,9,99,7.095,9.666,10.28,2,69,73,3.574,7.209,7.767,2,69,72,11.601,13.079,13.851,2,21,73,3,21,2,4,2,2,5ea619579a497562c9c5b34d,5ea619579a497562c9c5b34d,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:39:20,2021-08-08 15:41:48,0,51.198.231.125,100,148,1,2021-08-08 15:41:49,R_3q8M1oWCVUIHc0t,,,,,53.063201904296875,-0.7841949462890625,anonymous,EN-GB,1,4.188,6.116,7.394,2,57,44,5.445,7.711,9.05,2,50,0,5.62,7.65,8.74,2,32,24,6.849,8.638,9.844,2,78,76,2.453,2.453,3.481,1,,13,4.65,8.694,9.518,2,0,100,5.23,6.986,7.979,2,32,74,7.013,8.955,9.887,2,74,73,3.466,5.152,6.219,2,100,100,3.803,5.6,6.399,2,100,100,3.739,5.699,7.077,2,71,77,7.904,9.76,10.667,2,33,8,5.847,7.641,8.738,2,0,100,0,0,15.022,0,55,,2,44,2,2,6,6,56d8b5b54a9be1000c54e181,56d8b5b54a9be1000c54e181,610fa0817bba062b1fb158c5
2021-08-08 15:38:33,2021-08-08 15:42:01,0,82.11.195.153,100,207,1,2021-08-08 15:42:01,R_2WT4PbVH0zGKXN4,,,,,50.7346954345703125,-1.8325042724609375,anonymous,EN-GB,1,6.755,9.393,10.257,2,32,84,0.266,8.214,9.249,3,89,70,6.087,9.731,10.67,2,34,85,8.207,10.877,12.034,2,95,92,7.063,8.705,9.734,2,74,71,6.56,7.842,8.716,2,69,37,8.314,10.572,11.566,2,27,84,0,0,0.741,0,,,4.991,7.455,8.204,2,93,91,7.107,10.56,11.062,3,62,28,4.586,6.624,7.429,2,33,83,12.388,12.388,15.008,1,60,38,5.965,9.22,10.129,2,68,34,13.456,13.456,15.013,1,86,57,1,56,4,3,6,6,5fbe4fc3b2caf10f92e994ec,5fbe4fc3b2caf10f92e994ec,610fa0817bba062b1fb158c5
2021-08-08 15:38:43,2021-08-08 15:42:10,0,92.15.117.67,100,206,1,2021-08-08 15:42:10,R_9MKvntpQk35Hbjj,,,,,50.264801025390625,-5.0576019287109375,anonymous,EN-GB,1,5.576,7.637,8.807,2,30,29,5.777,8.27,9.775,2,67,67,5.636,9.144,11.265,2,33,40,8.649,10.918,12.146,2,77,75,9.576,13.438,15.007,3,39,40,5.859,8.75,9.97,2,73,67,9.189,11.574,13.039,2,100,73,6.87,9.936,11.042,2,79,77,4.687,7.117,8.665,2,80,73,5.89,8.613,9.979,2,100,100,5.787,8.1,9.622,2,32,34,7.988,10.605,12.865,2,0,0,5.104,7.369,8.378,2,70,68,12.509,12.509,15.109,1,86,,2,46,2,4,3,3,5eb7bac45eb515000a413ec6,5eb7bac45eb515000a413ec6,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:39:00,2021-08-08 15:42:40,0,81.100.219.128,100,220,1,2021-08-08 15:42:41,R_DVwbhShUNg1d465,,,,,52.6280975341796875,1.28619384765625,anonymous,EN-GB,1,5.444,9.39,10.353,2,18,72,4.056,6.782,8.208,2,70,71,7.188,12.301,14.111,2,34,13,0.302,14.948,15.117,3,52,32,6.637,9.567,10.791,2,73,38,4.971,7.317,8.859,2,73,38,7.444,10.204,11.581,2,39,39,6.415,9.577,10.625,2,100,83,4.446,8.173,9.543,2,32,39,7.679,13.213,15.016,2,72,,4.229,8.242,9.128,6,0,100,9.632,13.162,13.889,2,76,71,8.831,12.981,14.86,2,38,24,13.06,13.06,15.115,1,,11,2,28,1,6,1,1,610c17b4842cdf96591598e9,610c17b4842cdf96591598e9,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:40:10,2021-08-08 15:43:04,0,95.148.229.86,100,174,1,2021-08-08 15:43:04,R_XBRKL7o1KOWwDPr,,,,,51.5384063720703125,-0.03900146484375,anonymous,EN-GB,1,3.833,7.82,9.067,5,17,78,4.843,6.849,8.816,3,38,59,4.778,10.929,11.963,2,29,52,10.71,14.623,15.111,3,74,56,8.301,12.651,13.76,3,33,42,2.682,5.434,5.815,3,20,84,6.175,7.657,8.835,3,35,66,8.217,12.526,13.492,6,97,84,3.69,4.996,5.744,2,50,52,6.204,7.555,9.32,2,51,62,4.098,5.453,6.343,2,61,45,5.548,11.184,11.932,2,33,55,6.04,8.433,9.332,2,16,84,7.677,9.262,10.524,2,38,35,2,29,1,4,2,2,5e999a581e025f1cfd5e7090,5e999a581e025f1cfd5e7090,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:39:26,2021-08-08 15:43:40,0,85.255.232.202,100,254,1,2021-08-08 15:43:42,R_1jKiDrqgXE4fd27,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,1,9.471,10.932,11.438,3,3,94,2.194,3.873,4.983,3,30,68,9.547,11.824,12.688,2,72,59,0,0,15.013,0,,,8.465,11.012,12.116,3,67,69,3.219,5.247,5.61,4,22,78,4.752,6.392,7.844,2,70,61,5.323,7.441,8.385,3,87,84,10.076,11.577,12.457,2,32,75,6.538,7.442,8.436,2,27,94,4.242,7.991,8.888,7,65,61,11.029,13.803,14.157,3,32,69,3.357,4.253,5.158,2,26,90,10.515,13.182,13.949,2,35,77,2,23,4,4,6,6,602ab8410724e312217f6dbd,602ab8410724e312217f6dbd,610fa0817bba062b1fb158c5
2021-08-08 15:42:15,2021-08-08 15:44:29,0,81.178.132.86,100,134,1,2021-08-08 15:44:29,R_3PLyRnxsSxjvLqI,,,,,51.1938934326171875,0.27130126953125,anonymous,EN-GB,1,2.99,4.277,7.013,3,0,100,5.298,6.669,7.345,2,100,100,3.018,6.276,7.154,3,85,66,6.367,7.466,8.336,2,80,36,3.216,4.338,4.79,2,100,100,6.366,7.849,8.406,2,0,100,3.123,3.984,4.488,2,33,76,2.756,4.003,5.654,2,100,100,2.01,3.42,4.047,2,0,100,5.775,6.787,7.516,2,33,86,2.722,3.834,4.456,2,0,100,7.506,10.591,10.911,3,33,11,4.391,6.349,7.427,2,32,100,7.314,8.515,9.948,2,50,51,1,23,1,3,6,3,5f2de4218462fd12f8aee07e,5f2de4218462fd12f8aee07e,610fa0817bba062b1fb158c5
2021-08-08 15:40:49,2021-08-08 15:44:30,0,169.0.64.199,100,221,1,2021-08-08 15:44:31,R_3QMNBIhBpZwz7ga,,,,,-29.9055938720703125,30.9405059814453125,anonymous,EN-GB,1,5.789,7.557,10.531,2,33,,3.566,4.846,5.873,2,100,100,9.628,9.628,10.596,1,,35,8.181,10.556,11.211,2,100,100,8.757,10.877,11.9,2,69,100,3.759,5.834,6.839,2,68,68,9.113,12.171,13.127,3,70,100,6.929,9.026,10.13,3,100,100,5.901,10.552,12.071,3,69,100,6.481,8.609,9.651,2,100,100,5.717,8.701,9.523,3,0,100,5.414,7.774,8.894,2,33,71,6.003,8.099,9.369,2,71,100,8.644,10.148,11.318,2,100,100,1,57,1,4,4,6,60895dd42aa4dab10a53566c,60895dd42aa4dab10a53566c,610fa0817bba062b1fb158c5
2021-08-08 15:41:19,2021-08-08 15:44:36,0,94.11.94.54,100,197,1,2021-08-08 15:44:36,R_1Kj5iRI4ZyJ7lNP,,,,,50.9051055908203125,-1.3654937744140625,anonymous,EN-GB,1,2.126,7.717,8.193,3,9,84,1.615,4.22,4.746,3,0,100,9.88,10.902,11.657,2,91,14,6.399,13.937,15.12,4,76,87,5.094,13.148,13.88,4,62,23,4.255,7.467,7.982,5,0,88,5.068,11.404,11.896,4,36,69,3.027,10.476,11.046,5,68,65,3.637,5.498,6.001,3,,37,4.209,7.243,7.686,4,7,100,4.456,6.177,6.6,3,100,100,3.923,7.934,8.425,4,0,84,2.383,6.347,6.7,4,1,100,0.026,14.155,15.128,3,,,2,42,1,3,1,1,58fb01719dc84a000134df80,58fb01719dc84a000134df80,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:40:45,2021-08-08 15:44:59,0,2.25.188.249,100,254,1,2021-08-08 15:45:00,R_DS5PEMGHNe2hrih,,,,,52.351806640625,-1.277801513671875,anonymous,EN-GB,1,5.768,7.025,15.113,2,32,97,4.13,5.444,15.011,2,33,69,9.373,11.23,15.113,2,32,3,10.695,13.75,15.011,3,100,100,10.77,12.058,15.01,2,35,58,7.33,9.65,15.116,2,32,84,7.138,8.929,15.114,2,0,100,8.572,10.051,15.112,2,29,60,6.805,8.789,15.01,2,66,80,5.645,6.901,15.01,2,100,100,3.976,5.399,15.011,2,82,89,6.739,9.396,15.011,3,0,100,8.617,10.329,15.011,2,55,67,8.278,10.198,15.012,2,100,100,1,53,1,2,5,6,571fd2f24b8ecc0011c24f34,571fd2f24b8ecc0011c24f34,610fa0817bba062b1fb158c5
2021-08-08 15:41:38,2021-08-08 15:45:00,0,188.30.99.234,100,201,1,2021-08-08 15:45:00,R_di0LpsY3Zp8B0XL,,,,,52.95379638671875,-1.1571044921875,anonymous,EN-GB,1,0,0,7.917,0,,,4.492,6.611,7.808,2,64,27,5.127,7.973,8.977,2,100,100,7.624,11.967,13.093,3,55,69,8.349,12.347,13.557,3,65,24,3.554,5.221,6.294,2,26,59,7.354,11.371,12.743,3,17,82,5.711,10.428,11.663,4,100,100,3.454,6.002,7.004,3,0,100,5.439,8.541,9.995,3,100,100,4.063,5.591,6.726,2,37,33,8.325,14.107,15.127,3,35,17,4.995,7.527,8.763,2,8,91,8.495,11.943,13.632,3,23,31,2,21,1,4,1,1,60de4d38006b2bd2b2b35ba0,60de4d38006b2bd2b2b35ba0,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:42:40,2021-08-08 15:45:38,0,86.179.144.64,100,177,1,2021-08-08 15:45:38,R_AvLFTpArCVl4elj,,,,,51.028106689453125,-3.1549072265625,anonymous,EN-GB,1,5.776,9.992,10.581,3,35,58,3.143,5.395,5.914,4,88,85,7.442,8.575,9.23,2,64,31,11.52,13.252,14.156,2,83,65,4.405,6.615,7.119,3,67,58,6.616,8.754,9.224,2,13,82,5.821,7.901,9.393,2,50,27,7.09,8.642,9.322,3,86,77,4.548,8.538,9.352,4,10,100,6.152,10.805,11.518,4,18,77,5.053,6.504,6.975,2,18,80,6.655,8.345,9.183,2,32,39,10.392,12.016,12.336,3,33,69,7.951,10.873,11.357,3,50,0,1,20,1,3,1,4,610a84b838f81cdd50c1176c,610a84b838f81cdd50c1176c,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:42:18,2021-08-08 15:45:46,0,51.194.17.100,100,208,1,2021-08-08 15:45:47,R_12amj0CVPT5oHCc,,,,,51.3303985595703125,-0.26800537109375,anonymous,EN-GB,1,3.426,7.022,7.689,4,47,55,3.639,6.531,7.274,3,39,56,5.486,8.65,9.374,2,31,52,9.478,12.458,13.577,2,100,93,8.626,9.932,11.029,2,66,67,4.676,10.216,11.094,3,23,25,7.852,10.752,12.148,2,43,80,6.354,7.801,8.829,2,77,85,3.664,8.432,9.071,4,75,84,4.743,8.455,9.055,2,33,75,5.445,7.01,7.546,2,66,68,6.37,9.322,10.394,3,74,76,5.331,8.651,9.284,2,0,100,7.39,9.474,10.486,2,51,71,2,57,1,3,6,6,589cb50d4d580c0001e09d16,589cb50d4d580c0001e09d16,610fa0817bba062b1fb158c5
2021-08-08 15:43:58,2021-08-08 15:46:15,0,86.179.92.197,100,136,1,2021-08-08 15:46:16,R_2QQk6GNhmenhCQO,,,,,53.37939453125,-2.91119384765625,anonymous,EN-GB,1,6.696,11.72,14.65,3,34,33,2.12,4.264,5.874,2,100,100,7.405,11.766,12.655,3,67,100,3.858,6.18,7.1,2,100,100,3.318,5.326,6.234,2,51,51,4.191,5.919,7.362,2,69,100,2.686,4.202,5.374,2,51,,3.599,8.138,13.054,3,51,100,2.11,4.279,5.296,2,0,100,3.08,4.62,5.996,2,100,100,2.693,5.382,6.228,3,0,100,3.45,4.75,5.752,2,0,100,2.289,4.645,6.076,2,100,100,3.341,4.897,5.769,2,100,100,1,60,1,5,6,6,5e170347afb7a7011c36d842,5e170347afb7a7011c36d842,610fa0817bba062b1fb158c5
2021-08-08 15:44:55,2021-08-08 15:47:53,0,92.16.24.247,100,177,1,2021-08-08 15:47:53,R_rj48M9q1XSgrFK1,,,,,53.694305419921875,-2.6887969970703125,anonymous,EN-GB,1,7.805,9.948,10.432,2,32,67,3.433,5.938,6.649,4,91,83,0,0,15.014,0,32,,8.635,9.757,10.563,2,93,100,10.488,13.794,14.996,3,81,23,6.404,9.018,9.602,3,71,71,9.361,10.771,11.398,2,100,100,7.794,10.567,11.267,2,31,23,3.998,5.388,5.941,2,26,71,4.965,6.764,7.177,2,0,100,4.271,5.614,6.114,2,0,100,15.038,15.038,15.119,1,0,,5.15,6.603,7.509,2,69,0,9.402,11.711,12.104,2,0,89,1,20,1,4,3,5,60b003ab98fa325744ae5bfc,60b003ab98fa325744ae5bfc,610fa0817bba062b1fb158c5
2021-08-08 15:44:54,2021-08-08 15:48:04,0,147.147.162.25,100,189,1,2021-08-08 15:48:04,R_2TzWvhotHn5UEnK,,,,,52.193206787109375,0.1425933837890625,anonymous,EN-GB,1,7.782,9.529,10.306,2,34,71,4.248,5.879,6.849,2,69,33,6.274,8.085,9.012,2,81,36,6.739,8.324,9.192,2,98,61,8.165,10.057,11.3,2,59,63,6.308,8.77,10.297,2,23,69,9.615,12.11,13.547,2,57,16,6.814,10.042,11.274,3,81,68,3.912,5.553,6.259,2,17,72,5.845,7.451,8.221,2,33,69,3.602,6.241,6.927,3,18,69,8.732,10.606,11.494,2,61,29,5.298,8.818,9.814,3,33,72,10.032,12.517,13.845,2,74,35,2,19,1,3,2,2,60fd313e6c7aa888f3eff04a,60fd313e6c7aa888f3eff04a,610fa2dc06d18e9f8a5da6e9
2021-08-08 15:41:13,2021-08-08 15:49:32,0,78.148.110.135,100,499,1,2021-08-08 15:49:32,R_3flSPo0x3FxX06g,,,,,53.172698974609375,-3.1645050048828125,anonymous,EN-GB,1,6.3,10.119,12.001,2,61,31,10.666,13.031,15.113,3,81,,6.631,8.443,10.06,2,59,26,0.304,12.747,15.008,2,80,52,0.246,10.771,11.646,3,82,68,0,0,15.018,0,,,12.102,13.95,15.01,2,39,33,7.214,10.158,11.466,2,88,57,0.254,13.023,15.008,4,51,38,0.142,13.926,15.109,3,67,54,6.111,7.755,15.113,2,32,52,11.236,14.578,15.122,4,51,,4.946,12.906,13.813,4,12,68,11.728,14.434,15.107,2,32,55,2,19,2,3,4,3,5e8b4f93afcb1601643d7c33,5e8b4f93afcb1601643d7c33,610fa0817bba062b1fb158c5
2021-08-08 15:48:38,2021-08-08 15:50:37,0,82.22.208.47,100,118,1,2021-08-08 15:50:37,R_4NMmUqHzcIVyenD,,,,,50.7969970703125,-0.971405029296875,anonymous,EN-GB,1,2.791,3.792,4.787,2,30,67,4.275,5.793,6.779,3,73,95,1.858,5.796,7,4,13,1,1.554,8.989,9.915,4,99,31,3.753,4.851,5.695,2,73,66,3.333,4.858,5.748,2,1,100,2.531,5.291,6.463,3,68,26,2.79,4.645,5.481,3,66,51,2.551,4.796,5.799,4,100,69,3.316,7.301,8.292,3,5,94,2.801,4.296,5.182,3,72,68,4.473,5.989,6.876,2,34,32,2.739,4.593,5.5,3,3,95,3.626,12.159,12.702,8,50,12,2,22,2,5,5,6,60fe8eb4b0609cd342d3cfc9,60fe8eb4b0609cd342d3cfc9,610fa0817bba062b1fb158c5
2021-08-08 15:48:29,2021-08-08 15:50:59,0,82.42.140.160,100,149,1,2021-08-08 15:50:59,R_33rHTTwzteclK8s,,,,,53.4971923828125,-1.1808013916015625,anonymous,EN-GB,1,1.805,7.232,8.083,3,51,52,8.297,12.329,13.035,3,32,75,2.288,8.996,11.292,5,69,61,7.001,9.761,10.323,3,52,73,0.875,8.34,8.749,4,50,40,2.944,3.933,4.102,2,78,73,12.33,14.134,15.023,2,51,37,5.416,6.318,6.833,2,88,66,1.7,1.7,2.152,1,,51,4.158,6.976,7.272,5,70,60,3.406,5.878,6.59,3,79,87,8.22,11.662,12.368,4,50,51,3.342,7.374,7.675,4,57,82,3.136,6.984,7.291,4,88,83,2,23,1,3,7,7,5a8c4fcb8fe2dc0001063a62,5a8c4fcb8fe2dc0001063a62,610fa2dc06d18e9f8a5da6e9
