"","PROLIFIC_PID","key","resp","type","order","issue","gender","age","religion","education","politics_1","politics_2","RL","resp2","reflection_resp_O1","reflection_topic","reflection_time","explain","reflection_resp_O2"
"685","5ea9a0eabb89690d039f6b52","va_f_1","0","Factual","First-order","Vaccines","1","33","1","4","2","2","Left",0,47,"Abortion",48.839,"It's obviously a complicated question but I believe that the rights of a mother, who has lived up to the point of conceiving, outweigh the rights of an unborn fetus which is still in the process of developing. Depending on the metric the fetus could be considered alive or not, but I don't believe that automatically disregards the safety/choice/health of the mother.",37
"686","5f48cdc990753303812ff6fd","va_f_1","32","Factual","First-order","Vaccines","2","30","2","4","6","6","Right",15,74,"Transgender Teen",97.666,"I do believe that parents should be able to have a say as it is a minor and due to age they may be confused/not understand fully the repercussions of their actions and you would not want them to make the wrong decision. It is a decision that should not be made lightly. I understand that there are exceptional cases where parents do have prejudices and do not have the child's interest in mind and in this case I do believe there should be a way in which the minor can get the help and support they need.",100
"687","5ef22f072cc4760ffca88262","va_f_1","32","Factual","First-order","Vaccines","1","61","1","3","4","4","Right",12,23,"Animals in Research",93.253,"I do not like animal testing for makeup but if it is for medical purposes and if there is no alternative",74
"688","5d5e66b3844f160001f24150","va_f_1","5","Factual","First-order","Vaccines","2","62","1","2","4","4","Right",8,32,"Vaccines",109.875,"Vaccinations offered to citizens are known to be safe - certainly safer than the disease they are used to prevent. I appreciate that a parent has rights over their child, but the child also has rights to be protected from potentially life-threatening disease. Our scientists and doctors are much more qualified to judge a vaccination than a parent. And as some vaccinations protect other people as well, the parent has no right to risk the health of the general population.",58
"689","604f810cdaf2d3e0052c9594","va_f_1","48","Factual","First-order","Vaccines","2","18","4","3","5","2","Right",61,84,"Surrogacy",65.286,"surrogacy allows other females to have a child when they cant carry their own, although there's other option such as adoption most couples will want one of their own in the world which leaves surrogacy. surrogacy should remain legal because its also a way others make a living for a good course.",87
"690","5fe7bef41d6cb466862f6f26","va_f_1","32","Factual","First-order","Vaccines","1","56","2","5","5","5","Right",20,31,"Sexual Assistance",57.475,"Limited funds need to be distributed according to benefit. This is not a subject I have any experience of",18
"691","5f63571470efad0009c8f1c7","va_f_1","20","Factual","First-order","Vaccines","2","37","1","4","5","5","Right",16,100,"Transgender Teen",89,"I think minors can be easily mislead or pressured into making decisions. They may also not yet be emotionally mature enough. Such procedures are very serious and may even be irreversible so I believe the consent of a parent or guardian should be required so they can ensure that the minor is fully aware of the consequences and is sure this is what they want.",100
"692","5ced2b44c0267f0001445982","va_f_1","31","Factual","First-order","Vaccines","2","52","1","2","4","6","Right",0,32,"Abortion",88.68,"I think that once it is developed enough to survive outside of the mother's body, then it is a being in its own right.  I do not believe that a mother should be forced to continue with a pregnancy before that point, as she has rights of her own over her body.  I do however concede that it is a tricky decision I have made, which is why I wasn't too confident of it.  I am without doubt pro abortion though, but with stipulations.",17
"693","5f5a292573b827085d758463","va_f_1","51","Factual","First-order","Vaccines","2","52","4","3","6","6","Right",50,78,"Vaccines",46.202,"There is such a thing as freedom of choice but that has to also be weighed up with the welfare of the child, hence why I chose the score I opted for",79
"694","5e6684fbad227705baafcd27","va_f_1","31","Factual","First-order","Vaccines","2","60","1","2","5","6","Right",34,67,"Abortion",122.159,"I believe that all life is precious but I also believe that women have the right to do what is best for themselves. There are times when an abortion would seem the best option, for example if the fetus has nor formed correctly or stands little chance of survival after birth, or if the mother's health is at risk. Also, is it better to abort a fetus that has not yet know real life rather than make the mother go through with having the child to then resent and abuse it?",34
"695","5e36f262185582000ae281b4","va_f_1","0","Factual","First-order","Vaccines","2","54","2","3","7","7","Right",0,0,"Sexual Assistance",70.847,"There are lots of other needs that disabled people require, that should be subsidised first.  Sexual needs being met and not priority.",0
"696","5c82f2e2d6a4d0000164091e","va_f_1","71","Factual","First-order","Vaccines","1","44","2","5","6","6","Right",2,82,"Abortion",158.661,"Its so hard to give a definitive answer as it can depend on the context that somebody falls pregnant.",67
"697","5ec107c5a81ee01731ccaebf","va_f_1","0","Factual","First-order","Vaccines","1","31","2","4","6","6","Right",1,33,"GM Crops",48.816,"Food is becoming scarcer and scarcer globally so we need to keep all options on the table.",0
"698","5ec96c05d06880489cae0e85","va_f_1","35","Factual","First-order","Vaccines","2","19","5","4","4","5","Right",32,67,"Vaccines",58.22,"vaccinations have been made for a reason to help prevent and eliminate disease and so should be given to help but as we are not educated enough to understand everything that is in them we are become scared and unsure. If a parent was not to get a vaccine they may also prevent their child from getting it also and as the child is not seen as capable for making their own decision then this is ok for the parent to decide. however there is the matter of the shots you get as a child which i see a necessary and this is were i find that the parent should be told that they need to get the shot",34
"699","5a8d7f63eea3d300016eb5a4","va_f_1","33","Factual","First-order","Vaccines","2","55","5","3","6","4","Right",17,68,"Surrogacy",59.086,"If it is made legal, then the surrogate mother cannot change her mind when she has given birth, as it is not fair for the parents who have paid the surrogate a lot of money and who are more than excited to having a new baby, only for their lives to be shattered, so if it is made legal, then documents and contracts can be signed and sealed.",68
"700","5c5b55ce32810e0001c3456b","va_f_1","32","Factual","First-order","Vaccines","1","53","4","6","6","4","Right",35,57,"Animals in Research",47.742,"I'm not confident in my answer; I don't see how you can be confident in making a decision based on personal views and feelings - everyone is different. My answer to the first question is that I believe no animal testing is justifiable unless for a very serious disease or illness for which there is no human or artificial alternative remotely possible. It should be the last resort.",50
"701","5edfeebaecf5a0318788d731","va_f_1","10","Factual","First-order","Vaccines","1","38","4","2","5","3","Right",28,55,"Surrogacy",48.439,"someone wanted a child with that particular surrogate mother",55
"702","5d83b4c19358b400013494e8","va_f_1","73","Factual","First-order","Vaccines","2","","5","2","6","6","Right",16,100,"Abortion",67.094,"A foetus does have a right to have a life just as much as anyone else. A life is living.",100
"703","56be1c3a202307000dcbb020","va_f_1","29","Factual","First-order","Vaccines","2","48","2","4","5","5","Right",5,48,"Abortion",100.535,"It depends on the age of the foetus and whether it can feel or think, generally in the early days I would think it does not have the right",13
"704","5e3f04fdb721da159417a725","va_f_1","15","Factual","First-order","Vaccines","2","51","5","2","3","6","Right",12,96,"Surrogacy",48.02,"There are many couples who want to raise children and for one reason or another cannot do this the ""normal"" way so by having this option to start a family i think it is a fair and valid idea",98
"705","5ea026ebbc5a78011ea73ffb","va_f_1","4","Factual","First-order","Vaccines","1","76","4","2","7","7","Right",1,67,"Abortion",66.635,"I think it depends on the age and how healthy it is",30
"706","5ea1950819664f04542a50bf","va_f_1","30","Factual","First-order","Vaccines","2","80","4","4","6","5","Right",5,33,"Vaccines",103.257,"As a parent ,you have a duty to offer your child full protection against contagious disease which can often be very serious. In more recent years some parents have refused to allow their child to have the measles jab. As a result of this we have seen a surge in measles cases ans indeed some deaths as a result. It is up to the parent to take full responsibility for heir child,. Who, in later years, would want to be responsible for the death of their child, or to help cause an epidemis because of lack of vaccinations?. In this country we are SO lucky to have these vaccinations offered on the NHS for all children and it is oyr DUTY  to the child ,to us and to society to see that these vaccinations are received",79
"707","5efd22056ec55516587f32a6","va_f_1","32","Factual","First-order","Vaccines","2","23","1","4","3","5","Right",7,70,"Animals in Research",58.504,"I feel like humans are more important then other creatures but I'm not sure if testing on other animals really is the best way to get improvements.",44
"708","60426c0e66114012c57cbb6f","va_f_1","6","Factual","First-order","Vaccines","1","29","4","4","5","6","Right",4,74,"Abortion",64.639,"A human life has been conceived and deserves the chance to live. It deserves some voice.",67
"709","5ea15f2e173fb7000932a6ff","va_f_1","42","Factual","First-order","Vaccines","1","62","2","1","4","5","Right",39,59,"Animals in Research",83.868,"I think limited testing is acceptable to a degree. There must be a tremendous of historical data on testing already in existence, therefore we should be able to draw enough knowledge. As regards to the animals, no other forms of life come close to resembling a reaction that could effect a human being in testing for medical purposes without having a strong emotional bond.",66
"710","5f9932d4ae84ec000947a76c","va_n_1","76","Normative","First-order","Vaccines","1","22","2","4","5","4","Right",76,68,"GM Crops",46.775,"GM crops are modfied by scientists, to a high degree of quality. These changes can be similar to ones intrododuced via breeding, but done without the many generations needed. However, the benefit of a multi-generational method of introducing new variants or cultivars may be that possible detriments to the new plant in question have time to be identified and have a decision made on whether the plant is viable, or suitable for consumption.   GM crops lack this, and whilst that, along with the finer ability of manipulation over conventional breeding GM posesses, may not pose a problem to experienced geneticists, it opens up the possibility of human error or inexperience to the food we eat; there is a possibility that a detrimental feature may be approved unknowingly.",84
"711","5dad8ad869db130014bcab50","va_n_1","58","Normative","First-order","Vaccines","1","35","1","3","2","1","Left",23,75,"Transgender Teen",48.055,"I believe by around 18, if a teenager has spent a reasonable amount of time (perhaps 2 years+) and has had in depth therapy and they still believe they want it then they should be allowed. They should be fully informed of any risks and consequences of having it done",81
"712","5f06418cbbc417198f135646","va_n_1","79","Normative","First-order","Vaccines","1","36","1","4","6","6","Right",71,0,"Vaccines",46.701,"Available data from recognisable, credible sources show chances of serious side effects are v v low",100
"713","5ee0e3adf4ec4b45e595d3b9","va_n_1","33","Normative","First-order","Vaccines","2","28","1","4","3","5","Right",23,100,"Transgender Teen",48.063,"although you may feel very mature age 16+ i believe you see life in a very different way from around 21+. Therefore, having irreversible surgery any earlier could have a very detrimental effect later on in life. If you are passionate about something you would be able to wait to have it done.",100
"714","5df0a8f97505ad0f45eca4d7","va_n_1","30","Normative","First-order","Vaccines","2","25","2","5","1","4","Left",15,6,"Surrogacy",77.265,"Surrogate mothers are giving the gift of a child to parents who can’t have children. In my opinion, the woman would have to be willing and looked after to become impregnated and carry someone else’s child. They are helping others and being paid. They would know beforehand that it would change their body, be painful and that they would have to give over the baby.",79
"715","5a8e4821aa46dd00016bfbe0","va_n_1","0","Normative","First-order","Vaccines","2","27","1","5","2","2","Left",0,68,"Sexual Assistance",46.179,"I'm really unsure what needs they have or what sort of assistance is being referred to. I assume assistance would always help those in need, but perhaps some would be ashamed or embarrassed for needing it.",0
"716","5c0d8ae6beb9f90001c971f6","va_n_1","67","Normative","First-order","Vaccines","1","41","4","4","3","3","Left",94,34,"Animals in Research",51.259,"I believe that animal testing isn't necessary to prove the safety of biomedical products. I believe this because a product being tested may show different results in animals than it does in humans so therefore may not be an accurate indication of a products safety in humans. Despite similarities in human and animal biology I still think that there are enough variables so as to give inaccurate results.",67
"717","603667a0bb3afb64901304ab","va_n_1","32","Normative","First-order","Vaccines","2","19","1","4","3","1","Left",0,14,"Vaccines",46.947,"I believe that very mild side effects of vaccines are quite common but that severe reactions are extremely rare.",83
"718","5d0a5d36d41b4b00172c3cc9","va_n_1","65","Normative","First-order","Vaccines","2","23","1","4","2","3","Left",28,36,"Surrogacy",45.986,"I think if they have chosen to do it and are being financially compensated then it is ok.",40
"719","5ea164f576aac4000ad322bd","va_n_1","0","Normative","First-order","Vaccines","2","59","2","4","6","7","Right",11,67,"Sexual Assistance",51.317,"people with physical disabilities might find it difficult to engage in sexual activities and in order to help them they could purchase sexual help.  This implies that they make the decision to spend their money on this not that the purchase should be funded by the state",34
"720","5e22eca151ff465a0894e675","va_n_1","33","Normative","First-order","Vaccines","2","20","2","2","1","1","Left",45,68,"Sexual Assistance",46.647,"Everyone deserves equal opportunities. There is also no shame in sex work.",20
"721","6001bd2d282af20ea6ccedc1","va_n_1","19","Normative","First-order","Vaccines","1","24","1","4","1","1","Left",31,80,"Abortion",49.849,"I do not think a fetus has developed enough to experience and understand pain until very far on in the pregnancy",63
"722","6019de139b6a551b974ed2ea","va_n_1","0","Normative","First-order","Vaccines","2","25","1","3","1","1","Left",0,100,"Transgender Teen",56.569,"I believe they should be 21 before making these decisions. The reason being that if it is irreversible then I wouldn’t want a snap decision made at 18. I agree they should be able to make choices about their body however as it’s irreversible careful consideration must be made.",82
"723","5fbceda5095f5d1df7dfa678","va_n_1","35","Normative","First-order","Vaccines","2","22","1","4","1","1","Left",58,67,"Abortion",86.501,"It is my understanding that the fetus' brain will not have developed its receptors to pain until the final trimester.",75
"724","5d52aa5ecdb5f100012bc625","va_n_1","59","Normative","First-order","Vaccines","2","33","1","5","1","1","Left",67,19,"Surrogacy",50.695,"The agreement usually is entered in to willingly and the women is compensated",71
"725","5f831239349843084d4cf649","va_n_1","8","Normative","First-order","Vaccines","2","22","1","4","1","1","Left",2,68,"Sexual Assistance",51.484,"I am not entirely confident but I think it may help.",20
"726","5fe1f8786079e1ca3a367fa6","va_n_1","29","Normative","First-order","Vaccines","2","23","1","5","6","6","Right",68,31,"Abortion",47.789,"once theyre fully formed they can feel pain. but they have no concept of different emotions so they may not recognise a sensation as 'pain'.",31
"727","6057810acf80d91784eb5b15","va_n_1","5","Normative","First-order","Vaccines","3","18","1","2","1","1","Left",4,68,"Abortion",103.044,"One can generally get an abortion up until 26 weeks.",79
"728","5f5634241dd5b50165a94243","va_n_1","68","Normative","First-order","Vaccines","2","22","1","5","2","2","Left",69,100,"Transgender Teen",52.569,"I am currently 22 years old. There are things I didn't like about my body when I was younger that I have grown to love and I feel that I am still growing as a person and learning to be comfortable in my body. Making irreversible changes to your body is a huge move, and generally comes with risk and therefore when there is a chance your view of your body could change and you could gain confidence over whatever it is you wish to change, I think it is too risky to do so at such a young age when a) your body is still growing and changing and b) you are still maturing and changing as a person. There are obviously some circumstances in which this doesn't apply for example if someone has an abnormally large nose, and has maybe been insecure about this since they were a child, I feel 18ish is an appropriate age to make such a change,",81
"729","604633f72d9cdc0a1b04fc3c","va_n_1","25","Normative","First-order","Vaccines","2","25","1","4","2","2","Left",17,76,"Sexual Assistance",74.57,"I think it's something that is forgotten about with disabled peoples needs and is an important aspect of living, it would also make peoples quality of life higher. The only downside is people could maybe take advantage",77
"730","60420bb25042bc00088c5376","va_n_1","0","Normative","First-order","Vaccines","2","31","1","4","2","2","Left",5,6,"Vaccines",220.476,"There is a lot of misinformation about vaccines but the fact is they are safe for a large majority of people who get them, with minimal side effects.",70
"731","5ed93aa1cfafce0e79722db4","va_n_1","0","Normative","First-order","Vaccines","3","21","4","4","1","4","Left",2,100,"Sexual Assistance",47.204,"I feel that being able to pay a sex worker for assistance be a good resource for a disabled person to have.  A person's health includes their sexual health and this would help overcome some issues their disability may cause them.  I think it would help sex workers to have a reliable source of income through government funding and it would help legitimise their profession and make their work safer for them.",100
"732","5f2efc6127d9ef108a1b41bd","va_n_1","10","Normative","First-order","Vaccines","1","29","1","2","1","1","Left",5,60,"Sexual Assistance",46.426,"If something is entirely consensual and helps then it's not the worst idea in the world if everyone participating wants too.",51
"733","5e95f6da048d680666443d78","va_n_1","43","Normative","First-order","Vaccines","2","53","4","4","5","6","Right",67,34,"Vaccines",46.145,"They wouldn't allow the vs knee to be available if they had severe side effects",67
"734","5e4250d9fb96eb0def6db974","va_n_1","0","Normative","First-order","Vaccines","2","30","1","3","7","6","Right",4,67,"Surrogacy",46.166,"I don’t doubt that many woman become surrogate mothers for the right reasons, but there are some that will be from disadvantaged backgrounds or in bad situations that will be promised money for carrying a child, even if it’s not something that they would normal consider doing it really want to do. Money would be used as leverage.",65
"735","5de191fe98e7951fbf0f8c6c","va_n_1","80","Normative","First-order","Vaccines","2","21","1","4","2","2","Left",74,21,"Abortion",51.361,"I think that they can feel pain from quite an early age",63
"736","5f0f44cc57b4760d3f185ea1","va_n_1","36","Normative","First-order","Vaccines","2","21","1","3","1","3","Left",100,34,"GM Crops",46.364,"I think they aren't fit for human consumption as its not natural anymore. It's putting unnecessary chemicals in our crops which I don't think humans should eat.",68
"737","5a8abde7f1408d000176a76c","va_n_1","56","Normative","First-order","Vaccines","2","23","1","4","2","2","Left",59,24,"Animals in Research",46.618,"Although animal testing might help secure our understanding of biomedical advancements, it is often at the expense of innocent lives and while it can add confidence, it never secures our knowledge of how these things will work in an actual human body.",67
"738","5ea081849dfb6204bf35dc3b","va_n_1","34","Normative","First-order","Vaccines","1","20","1","3","4","6","Right",65,98,"Abortion",45.998,"I doubt the human baby is capable of experiencing anything until birth, and even if it did, I don't think this matters",20
"739","60410080efa15b05a04f57a8","va_n_1","67","Normative","First-order","Vaccines","2","24","1","5","1","2","Left",77,14,"Surrogacy",46.768,"I think people enter into surrogate relationships with a full knowledge of the expectations and outcomes. If surrogates decide to deliver another couple's baby freely then they are not being exploited.",33
"740","5bdf2ed7ed3acf0001669442","va_n_1","10","Normative","First-order","Vaccines","2","20","1","2","3","3","Left",1,95,"GM Crops",50.101,"Scientist have proven multiple times that they are safe. Genetically modified crops have saved millions of lives.",96
"741","5eb9e9546dffac12320418e9","va_n_1","4","Normative","First-order","Vaccines","1","21","2","3","1","2","Left",0,51,"Transgender Teen",62.458,"I believe it is a good middle ground. People would usually be old enough to make this decision by this age. And they will have had time to think about it.",67
"742","5f02f1d7afde3746b6ce5117","va_n_1","33","Normative","First-order","Vaccines","1","18","1","3","3","3","Left",34,32,"Surrogacy",47.113,"Surrogate mother is being paid for giving birth to the child, nothing exploitative appears to be happening in the given scenario",68
"743","5cd2fa354cf69b0017a9b2f7","va_n_1","0","Normative","First-order","Vaccines","1","21","4","3","4","2","Left",0,34,"Abortion",46.191,"I am not educated enough to present a valid opinion on the ethical implication of pain in fetal development. I also do not know when through the pregnancy cycle, does the fetus develop the ability to feel pain. I am very unsure and uneducated on this matter generally as I have not reached the point in my life where i would need to worry about it.",5
"744","6042043e8399b51f696c5cda","va_n_1","67","Normative","First-order","Vaccines","1","38","1","5","1","2","Left",67,67,"Surrogacy",88.523,"All financial speculation on a future outcome has inherent risk. Surrogate mothers are required to enter into an agreement in which they have to place a market value on an asset whose undying value is unknowable at the time of making the deal. Therefore, if the surrogate mothers actions are purely motivated by money or other external factors, I do believe there must be an element of manipulation at play.",33
"745","6065bb8118f902f2d431232f","va_n_1","4","Normative","First-order","Vaccines","2","29","2","5","3","3","Left",28,81,"Abortion",101.707,"I think the nervous system develops quite late in the pregnancy but I'm not sure and feel like I'd like to read some research around it.",66
"746","5f14b19a2cd39e53d8a3744f","va_n_1","83","Normative","First-order","Vaccines","1","18","6","3","6","6","Left",80,70,"Animals in Research",46.977,"testing on animals would be the lesser evil, it allows the progression of medicine",31
"747","605712c3ceda02db657103a5","va_n_1","100","Normative","First-order","Vaccines","2","36","1","4","2","3","Left",100,68,"Sexual Assistance",52.915,"I am not sure if the statement is true but based on if it was, there is no shame in sex work if the adult at work is a consenting adult who chooses to have this profession. If the person with a physical difficulty wants to do this, they should be able to. However, all adults should also have this option, not just those with a physical disability, if they so wish.",80
"748","5f005df972f25115d50f5cd4","va_n_1","68","Normative","First-order","Vaccines","2","53","4","4","2","2","Left",36,32,"GM Crops",55.354,"I don't feel that I have sufficient rigorously verified scientific information to support my opinion.  Therefore I responded to the issue with a somewhat instinctive perspective that I dislike the idea of what I consider to be human tampering with crops.  I guess it is the law of unintended consequences.",67
"749","5f68fbe826b6ee0c63f25bf4","va_n_1","65","Normative","First-order","Vaccines","2","22","1","4","2","3","Left",52,13,"Vaccines",55.11,"Serious side effects rare but not mild. Mild side effects common",79
"750","5ff5dc177923980b4b8e651c","va_n_1","8","Normative","First-order","Vaccines","2","22","1","4","1","2","Left",20,87,"Abortion",55.823,"I believe that fetuses feel begin to feel pain during the third trimester as the majority of the nervous system is fully developed by time the fetus has reached this stage and the frontal cortex becomes active at 24 weeks which means the fetus should start to feel pain during that time.",81
"751","5ba53688bf3b9d000152127c","va_n_1","87","Normative","First-order","Vaccines","2","22","1","2","2","3","Left",76,3,"Vaccines",47.634,"Modern day vaccines are shown to have little side effects, for example the Astra Zeneca vaccine has caused very minimal effects compared to the millions of those vaccinated.",94
"752","5ff47c8b173bfb6779d53168","va_n_1","9","Normative","First-order","Vaccines","2","19","1","3","4","6","Right",10,6,"Vaccines",50.173,"I know the rules and regulations are strict and that due to how detrimental lawsuits can be if the vaccines were bad I know companies test them thoroughly before administering",94
"753","602a51d7cfb3130009967bc7","va_n_1","53","Normative","First-order","Vaccines","1","31","1","5","3","3","Left",68,67,"GM Crops",50.632,"My understanding is that they generally are fit for consumption, but I'd like to research this further. There is also the element that I think this is more developed in the USA, where there are lower food welfare standards than we currently have in the UK or the EU has.",34
"754","5d5ad205a69ee60001437cdd","va_n_1","74","Normative","First-order","Vaccines","2","35","1","5","3","3","Left",66,67,"Animals in Research",47.541,"It’s crucial to test the safety of products before human use and I don’t like it’s done on animals but I am unsure of what alternatives are available",22
"755","5d95efcc3183100016f69034","va_n_1","86","Normative","First-order","Vaccines","2","36","2","3","4","4","Left",65,40,"Animals in Research",48.14,"I believe that there could be another way to test products for human use other than by using animals.",75
"756","5d3b523833b8940018258adb","va_n_1","31","Normative","First-order","Vaccines","2","39","1","4","3","3","Left",82,61,"Sexual Assistance",75.166,"I think it is a bit of a blanket statement as disabilities and special needs can encompass many things. I think the option of paid help could really help those that wanted it, particularly if they are trained in the needs of the person. However I think are people that would see the need for help and the type of helps might make their situation worse I.e shame, embarrassment, affordability .",76
"757","60031c13cef0ed38b8bc6412","va_n_1","33","Normative","First-order","Vaccines","2","27","2","4","2","3","Left",35,14,"Surrogacy",96.709,"As there is money involved both parties seek to gain from the arrangement. The mother is not being exploited because she is being paid in money.",81
"758","5f3020f06e1b570b4e6107fa","va_n_1","72","Normative","First-order","Vaccines","2","36","1","5","4","6","Right",65,33,"Surrogacy",46.736,"They are aware of the process. They have consented to it. They have been given financial compensation. However... there is always potential to take advantage of a situation",75
"759","5ad296ffb02aca0001272ccd","va_n_1","83","Normative","First-order","Vaccines","2","50","1","4","4","2","Left",69,85,"Transgender Teen",59.727,"I think teenagers before the age of 19 years old, in my experience as a mother of 3 teens, are liable to change their attitudes, decisions and beliefs about many things. I think for them to make and be committed to such a huge decision, that is possibly irreversible or will affect them for the rest of their life, before this age, is not wise as they may well change their mind again before they reach 19 years old.",76
"760","5f2de0578d98741203ca1050","va_n_1","97","Normative","First-order","Vaccines","2","18","5","3","4","4","Left",78,64,"Surrogacy",47.736,"Some may do it out of a good heart, they may decide to bear a child out of kindness which is why im not entirely confident in my answer. People may have many different reasons as to why they become a surrogate mother.",27
"761","5b151ac3444cef0001cb0077","va_n_1","18","Normative","First-order","Vaccines","3","35","1","5","1","1","Left",15,100,"GM Crops",48.322,"Genetic modification is just an extension of what humans have been doing for thousands of years - changing crops to suit our needs better. Every plant we eat has been modified in some way. There’s lots of ethical issues about GM crops - about whether it’s okay to copyright a plant, and whether farmers will need to pay more or won’t be able to grow GM crops from seed. But as far as safety goes, eating a GM fruit or vegetable is likely to be much less harmful for you than some other things many of us eat on a regular basis - like very sugary foods - and GM crops will help us survive on a planet that we’re unfortunately changing for the worst through our carbon emissions.",100
"762","5ef453e00facfb000be9a36a","va_n_1","64","Normative","First-order","Vaccines","2","18","1","2","2","2","Left",28,77,"Animals in Research",72.794,"I am aware that there are certain companies that refrain from using animal testing but these are usually cosmetic products. When it comes to medical applications, I would be quite concerned if something had not gone through some testing on animals to check its safety for humans and to help decide dosage.",69
"763","601e690acaa62b2bd8d25d52","va_n_1","71","Normative","First-order","Vaccines","2","25","1","4","2","4","Left",69,41,"Abortion",46.206,"i am not very sure about trimesters and timeline of pregnancy, but i suspect that the fetus develops nerve endings towards the beginning of pregnancy",25
"764","5e3b0defeab8663234a735c0","va_n_1","69","Normative","First-order","Vaccines","1","58","4","2","6","6","Right",75,67,"Animals in Research",46.594,"At the moment unfortunately animal testing is still the only option for many aspects of medical research so for now it is needed. However new techniques and technologies are increasingly reducing the need for the use of animals so hopefully in the near future it will not be necessary to use animals at all.",68
"765","5f3e69e09b6596057ef8b20b","va_n_1","57","Normative","First-order","Vaccines","1","28","1","4","2","2","Left",28,33,"Transgender Teen",46.03,"I think I’m terms of gender identity, it would be important to transition to to their gender prior to puberty as this can be traumatic to someone who identifies outside of the gender they identify as.",76
"766","5fc2c5785af10c50f14a46f6","va_n_1","0","Normative","First-order","Vaccines","2","56","1","4","3","1","Left",0,67,"Surrogacy",50.037,"I find the whole issue of surrogacy troubling. Babies are not the same as any other commodity and should not be treated as such. I find it probable that women who do this are either poor enough to need the money or have emotional problems (or both.) I feel that such women are likely to be vulnerable to exploitation. However some women may agree to be surrogates for purely altruistic reasons. It is a subjective moral judgement and  therefore difficult to quantify in terms of certainty that it is 'right..'",33
"767","5ba42e35984ec30001c6018d","va_n_1","0","Normative","First-order","Vaccines","2","40","1","5","2","3","Left",0,10,"Vaccines",48.192,"Modern vaccines' lack of severe side effects is proven by the facts based on data. The trial phase is stringent and they have to be fit for purpose and safe to use. Policy on public safety is a large hurdle and the research on vaccines is an ever evolving one. Sure, there will always be some severe effects for some people but this is in a big minority.",84
"768","6056f950e738615803928599","va_n_1","69","Normative","First-order","Vaccines","2","20","1","3","3","3","Left",45,64,"Transgender Teen",79.267,"In the UK 16 years old is the age of consent. Therefore, if people can decide what they can do with their bodies at that age in terms of sex then they should be able to decide what they can do with their bodies in terms of modification.",92
"769","5e383d12e8f2120471000bcf","va_n_1","66","Normative","First-order","Vaccines","2","34","1","4","2","2","Left",41,30,"Vaccines",46.855,"I feel confident in the testing and approval stages. Any i have received i feel confident any risk outweighs the risk posed by not having the vaccine",65
"770","5b9fec95c97c38000126d696","va_n_1","0","Normative","First-order","Vaccines","2","33","1","3","1","1","Left",34,45,"Transgender Teen",116.875,"I believe that a child can be very capable of making their own decisions prior to puberty.",100
"771","5e53ec9cab51633ebf51b78d","va_n_1","31","Normative","First-order","Vaccines","1","57","2","4","6","5","Right",30,28,"Surrogacy",50.592,"This is usually a willing buyer willing seller transaction. Some surrogate mothers derive emotional and financial reward from surrogacy and they provide an invaluable service to those who cannot concieve by other means.",74
"772","5fadaad925680e17109e0c0a","va_n_1","45","Normative","First-order","Vaccines","2","34","1","4","2","2","Left",63,79,"GM Crops",47.051,"Genetically modified foods have saved million of live around the world due to increasing crop yield etc. I do not believe that changing their dna if done responsibly would override this fact.",71
"773","5d90919e1d2ab50017f73ffe","va_n_1","100","Normative","First-order","Vaccines","1","44","1","3","1","2","Left",100,57,"Vaccines",46.742,"Vaccinations can and do cause severe reactions in certain people. However the amount of people affected is less than the amount of people it can benefit overall.",18
"774","5ad1e57b459c350001136c85","va_n_1","3","Normative","First-order","Vaccines","1","21","1","3","1","1","Left",3,94,"GM Crops",81.535,"2 major points really. The first is that we have been genetically modifying our food through selective breeding for thousands of years. Most fruits and vegetables for example originally had far less ""stuff to eat"" inside them since they evolved only to carry seeds, not feed animals. We bred them (and modified their genetics by doing so) so that they would contain more of the ""stuff to eat"". This basically is to say genetic modification isn't just something that is new, and scary.  The second point would be that like all other foods we eat, GMOs are heavily tested before they are put out into the market. Countries where GMOs are used have had no issues either.",73
"775","5d9990363342a002b765ad1d","va_n_1","72","Normative","First-order","Vaccines","2","42","1","5","5","5","Right",67,20,"Animals in Research",46.436,"I do not believe that testing on animals is ethical due to the fact they are given no choice in  what they are subjected to as well as the fact they are part of our eco system. I believe biomedical testing should be conducted on humans only, either through a paid system OR people in jail should be part of research as part of their punishment.",93
"776","5d62dfb2459f070001e8cb14","va_n_1","96","Normative","First-order","Vaccines","2","44","1","4","3","5","Right",99,33,"Vaccines",47.345,"I really don't know a lot about modern vaccines.  Have only experienced travel vaccines.",33
"777","5ea320452d77060f49a6de2c","va_n_1","78","Normative","First-order","Vaccines","1","51","2","3","5","6","Right",61,56,"Animals in Research",61.569,"There are many advancements in medical science which may not have been implemented in such short timescales (or at all) without having been tested on animals first. Having said this it would be unethical to test products which are known to have adverse effects on animals just to determine the extent of these effects.",69
"778","605a6ed1c4d2993b883cf1ce","va_n_1","34","Normative","First-order","Vaccines","2","27","1","5","1","2","Left",30,0,"Vaccines",86.934,"Although I'm not a medical expert, I've learnt about the harm done by false reports that claim links between vaccines and conditions such as autism. I know this stopped the eradication of certain diseases. Where vaccines have caused harm, the risk is usually extremely low, so it is more beneficial to take it.",89
