StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q70,eu_f_1,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,eu_n_1,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,as_n_1,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,as_f_1,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,ab_f_1,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,ab_n_1,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,Q53_1,Q54_First Click,Q54_Last Click,Q54_Page Submit,Q54_Click Count,su_f_1,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,su_f2_1,Q58_First Click,Q58_Last Click,Q58_Page Submit,Q58_Click Count,su_n_1,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,va_f_1,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,va_n_1,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,or_f_1,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,or_f2_1,Q25_First Click,Q25_Last Click,Q25_Page Submit,Q25_Click Count,or_n_1,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,gm_f_1,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,gm_f2_1,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,gm_n_1,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,sa_f_1,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,sa_n_1,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,br_f_1,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,br_f2_1,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,br_n_1,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,br_n2_1,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,en_f_1,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,en_f2_1,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,en_n_1,Q45_First Click,Q45_Last Click,Q45_Page Submit,Q45_Click Count,pb_f_1,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,pb_n_1,Q66_First Click,Q66_Last Click,Q66_Page Submit,Q66_Click Count,Q48,age,religion,education,politics_1,politics_2,Q73,prolific,PROLIFIC_PID
2021-01-11 21:13:04,2021-01-11 21:19:58,0,128.240.225.42,100,413,1,2021-01-11 21:19:58,R_1jHEDvUaLrItIls,,,,,54.98809814453125,-1.6194000244140625,anonymous,EN,1,60,6.815,6.815,7.856,1,70,8.253,8.253,8.87,1,50,10.029,10.029,11.012,1,20,6.106,10.501,11.009,3,64,13.309,13.309,14.069,1,100,7.299,7.299,8.073,1,22,10.904,13.914,15.007,2,0,9.286,9.286,10.382,1,38,10.116,10.116,12.721,1,67,7.277,9.266,10.879,2,26,5.998,8.484,9.1,2,33,8.014,8.014,9.017,1,35,13.651,13.651,15.006,1,70,9.003,9.003,9.709,1,0,5.771,5.771,6.439,1,44,5.09,5.09,6.031,1,70,0.464,6.954,7.651,2,51,13.381,13.381,14.188,1,51,11.005,11.005,11.582,1,50,7.395,7.395,8.02,1,100,10.118,10.118,13.088,1,73,7.799,7.799,8.584,1,50,6.567,6.567,7.736,1,52,7.783,7.783,8.821,1,67,6.64,6.64,7.229,1,62,0,0,15.007,0,43,7.131,7.131,8.039,1,100,10.438,10.438,11.879,1,100,10.832,10.832,11.756,1,1,19,4,2,6,6,5,5f77816bdacc842d07347555,5f77816bdacc842d07347555
2021-01-11 21:14:28,2021-01-11 21:20:11,0,80.0.81.54,100,342,1,2021-01-11 21:20:11,R_2sevVe0q1FjscfL,,,,,51.45660400390625,-0.9680023193359375,anonymous,EN,1,70,8.448,8.448,9.53,1,100,3.761,3.761,4.568,1,68,8.271,8.271,9.1,1,16,8.056,8.056,9.239,1,33,7.778,7.778,8.737,1,69,5.812,5.812,7.254,1,17,8.591,8.591,10.401,1,33,12.985,12.985,14.601,1,32,7.672,7.672,8.791,1,68,9.072,10.122,10.646,2,2,5.046,5.046,6.788,1,34,4.512,4.512,5.712,1,1,9.43,9.43,11.2,1,33,9.359,9.359,13.546,1,0,6.763,6.763,8.052,1,69,6.199,6.199,7.258,1,66,9.337,9.337,10.633,1,20,4.388,4.388,5.613,1,68,9.628,9.628,10.922,1,38,15.018,15.018,15.03,1,100,7.207,7.207,8.425,1,66,4.695,4.695,6.553,1,75,6.741,6.741,7.732,1,36,5.485,5.485,7.685,1,33,12.139,12.139,13.128,1,81,7.614,7.614,8.575,1,31,7.382,9.181,11.313,2,71,5.044,6.922,10.001,2,0,9.974,9.974,11.524,1,1,35,2,4,4,6,6,5e81b038c8977f000964e5b2,5e81b038c8977f000964e5b2
2021-01-11 21:14:30,2021-01-11 21:20:27,0,81.135.59.41,100,356,1,2021-01-11 21:20:28,R_2tL2kmUtKJ0matI,,,,,50.4163055419921875,-5.0767974853515625,anonymous,EN,1,66,8.105,9.134,10.287,2,100,4.236,4.236,5.41,1,79,7.971,7.971,10.152,1,18,10.857,10.857,11.933,1,32,10.044,10.902,12.054,2,89,7.963,7.963,9.264,1,26,9.976,9.976,11.516,1,33,11.053,11.053,12.462,1,57,11.657,11.657,14.688,1,80,1.462,6.561,7.937,3,41,6.164,6.164,7.716,1,67,10.032,10.032,11.16,1,60,11.84,11.84,13.131,1,79,1.156,6.016,7.195,2,80,7.953,7.953,10.333,1,75,6.162,6.162,7.5,1,43,7.802,7.802,9.796,1,18,6.551,6.551,7.842,1,66,7.924,7.924,10.017,1,19,8.528,11.362,12.594,2,100,5.289,5.289,7.691,1,50,7.638,7.638,8.786,1,50,7.021,7.021,8.555,1,72,6.481,6.481,7.909,1,63,7.491,7.491,10.582,1,100,7.215,7.215,10.347,1,66,11.024,14.038,15.123,2,89,7.618,9.05,10.239,2,100,1.13,6.239,7.397,3,1,26,1,4,5,5,5,5f64d1b14820b604e51e1280,5f64d1b14820b604e51e1280
2021-01-11 21:17:28,2021-01-11 21:21:28,0,86.11.250.97,100,240,1,2021-01-11 21:21:28,R_rfPLJIJG3iBjlol,,,,,51.8694000244140625,0.89410400390625,anonymous,EN,1,70,3.849,3.849,4.623,1,15,3.754,3.754,4.601,1,8,5.2,5.2,6.079,1,14,5.079,5.079,6.158,1,82,7.404,7.404,8.009,1,63,2.743,2.743,3.52,1,93,3.323,3.323,4.13,1,49,7.044,7.044,7.876,1,30,4.504,4.504,5.331,1,97,7.57,7.57,8.359,1,12,4.187,4.187,5.069,1,66,6.099,6.099,6.904,1,0,7.343,7.343,8.401,1,88,5.417,5.417,6.17,1,5,6.96,6.96,7.888,1,70,5.099,5.099,5.649,1,64,4.676,4.676,5.377,1,34,4.03,4.03,5.542,1,66,7.753,8.449,8.889,2,35,7.006,7.006,7.757,1,91,3.368,5.797,6.383,4,100,12.516,12.516,13.15,1,14,5.885,5.885,6.921,1,87,3.046,3.046,4.02,1,71,7.902,7.902,8.681,1,82,9.154,9.154,9.971,1,30,5.248,5.248,6.07,1,75,6.36,6.36,7.113,1,39,9.956,9.956,10.911,1,1,22,1,3,4,6,6,5e989d242e0de609ac479125,5e989d242e0de609ac479125
2021-01-11 21:14:40,2021-01-11 21:21:34,0,86.135.53.235,100,413,1,2021-01-11 21:21:34,R_2bTweeWMRd6yp1t,,,,,52.768096923828125,-1.202606201171875,anonymous,EN,1,70,11.941,11.941,12.664,1,91,8.02,8.02,9.219,1,66,7.013,11.581,12.34,3,20,3.686,3.686,4.612,1,24,12.88,14.837,15.005,2,66,9.767,9.767,10.905,1,100,5.457,5.457,7.061,1,9,10.921,10.921,13.246,1,88,5.689,5.689,6.638,1,12,12.18,12.18,13.198,1,6,12.944,12.944,13.749,1,18,7.057,11.153,11.902,2,8,11.127,11.127,12.144,1,63,12.201,13.109,14.498,2,0,8.55,8.55,9.545,1,60,3.948,3.948,7.214,1,71,7.812,7.812,9.067,1,63,5.773,5.773,6.982,1,70,7.92,7.92,9.106,1,3,7.01,8.775,9.714,3,100,6.458,6.458,8.894,1,0,6.495,6.495,7.412,1,100,4.646,7.244,8.038,2,0,6.566,6.566,7.394,1,64,9.376,13.989,14.613,3,68,13.758,14.938,15.008,2,34,9.173,9.173,10.067,1,95,13.869,13.869,14.807,1,85,8.472,8.472,9.973,1,2,50,1,4,4,5,6,5f20784816cde136ea6d8539,5f20784816cde136ea6d8539
2021-01-11 21:17:24,2021-01-11 21:22:07,0,2.219.68.161,100,282,1,2021-01-11 21:22:07,R_3nqs7a73fSkDKOO,,,,,52.192901611328125,0.1255950927734375,anonymous,EN,1,28,5.279,5.279,6.588,1,67,4.979,4.979,5.816,1,50,6.382,6.382,6.974,1,16,5.194,5.194,5.858,1,42,5.947,5.947,7.051,1,65,3.247,3.247,4.045,1,70,3.361,4.711,5.73,2,0,7.283,8.129,8.945,2,28,6.257,6.257,7.144,1,96,6.459,6.459,7.121,1,20,4.448,4.448,5.766,1,25,4.654,5.796,6.585,2,6,5.413,5.413,9.315,1,60,7.381,7.381,8.425,1,66,4.971,4.971,5.784,1,70,3.366,3.366,3.997,1,33,5.077,8.001,8.791,3,33,3.977,5.024,5.839,2,60,3.704,4.566,5.273,2,10,6.252,6.252,7.001,1,97,5.3,5.3,6.715,1,63,2.548,2.548,5.072,1,50,4.141,4.141,4.854,1,,4.535,4.535,5.33,1,67,7.639,7.639,8.379,1,68,8.085,9.024,9.664,2,36,6.813,6.813,7.665,1,84,7.13,7.13,8.471,1,87,7.869,7.869,8.744,1,2,41,4,5,5,5,5,5ee689ebaedc563ff21eb620,5ee689ebaedc563ff21eb620
2021-01-11 21:18:32,2021-01-11 21:22:28,0,92.16.171.60,100,236,1,2021-01-11 21:22:29,R_27pNBVzhFzfI7o4,,,,,51.2886962890625,-0.7957000732421875,anonymous,EN,1,62,6.026,6.65,6.955,2,64,7.153,7.153,7.634,1,64,7.671,8.864,9.441,2,18,4.327,4.327,7.714,1,79,8.928,8.928,9.424,1,15,3.281,3.281,3.952,1,100,2.51,3.359,4.553,2,19,5.276,5.276,5.94,1,33,8.599,8.599,9.448,1,67,7.225,7.225,7.802,1,0,3.518,3.518,4.88,1,0,5.535,5.535,6.442,1,1,5.926,5.926,6.927,1,91,7.148,7.148,7.628,1,35,5.012,5.012,5.628,1,100,3.127,3.127,5.026,1,33,3.367,3.367,5.066,1,0,3.304,3.304,4.528,1,83,5.2,5.2,5.744,1,38,3.131,3.131,3.698,1,14,4.307,4.307,4.964,1,79,5.585,5.585,6.963,1,12,4.681,6.33,7.195,3,97,4.178,4.595,4.827,2,100,2.9,2.9,3.54,1,83,3.439,3.842,4.186,2,12,7.887,9.007,10.033,2,88,4.328,7.747,9.022,3,100,5.577,5.577,7.21,1,1,21,1,4,4,6,6,59652bff3d5051000114c19b,59652bff3d5051000114c19b
2021-01-11 21:18:51,2021-01-11 21:22:44,0,84.66.130.155,100,233,1,2021-01-11 21:22:44,R_1nZ1XMc2tkvQdXo,,,,,54.751495361328125,-1.48980712890625,anonymous,EN,1,34,1.619,1.976,2.772,2,69,4.479,4.479,5.511,1,61,1.93,1.93,3.317,1,20,4.278,5.79,7.236,5,69,3.205,3.205,5.868,1,51,6.125,6.125,7.328,1,85,2.247,2.247,4.071,1,0,6.743,6.743,7.74,1,67,5.318,5.318,8.391,1,100,4.885,7.338,10.074,3,60,1.449,1.828,2.907,2,67,2.45,2.45,4.57,1,100,12.723,13.48,13.482,3,64,3.485,3.485,4.393,1,63,2.069,2.069,3.131,1,67,5.151,5.151,7.11,1,65,3.891,4.331,5.321,2,80,3.847,3.847,5.264,1,0,5.604,6.065,7.045,2,68,4.077,4.077,5.035,1,100,5.464,5.464,6.063,1,93,4.312,4.312,5.16,1,7,3.776,3.776,4.806,1,62,3.961,3.961,5.186,1,75,2.619,2.619,3.827,1,70,3.454,3.454,6.531,1,69,5.796,5.796,6.744,1,100,7.575,7.575,9.28,1,84,7.053,7.053,8.971,1,1,26,5,4,4,5,5,5db78d074729b9000be9d206,5db78d074729b9000be9d206
2021-01-11 21:16:51,2021-01-11 21:22:46,0,109.147.245.37,100,354,1,2021-01-11 21:22:46,R_1OTVRSNUm3k47zH,,,,,51.5565032958984375,0.581298828125,anonymous,EN,1,78,5.904,5.904,7.375,1,100,7.789,7.789,8.556,1,96,7.801,7.801,8.858,1,17,7.007,7.007,7.871,1,28,8.965,8.965,9.74,1,79,10.769,10.769,11.649,1,100,4.35,4.35,6.301,1,16,10.205,10.205,11.084,1,27,9.545,12.68,13.555,2,96,9.677,9.677,10.399,1,6,6.843,8.402,9.329,2,21,7.835,7.835,8.606,1,0,11.703,11.703,13.17,1,68,8.52,8.52,9.266,1,24,8.234,8.234,9.149,1,66,6.409,6.409,7.72,1,71,7.132,7.132,8.047,1,82,7.735,7.735,8.288,1,70,7.817,7.817,8.668,1,66,12.788,12.788,13.408,1,100,5.471,5.471,6.264,1,2,6.354,6.354,7.462,1,73,8.23,8.23,9.038,1,24,7.074,7.074,7.826,1,35,11.281,11.281,12.364,1,29,11.372,11.372,12.164,1,58,11.114,11.114,11.962,1,79,10.383,10.383,11.143,1,77,11.397,11.397,13.317,1,2,57,1,2,6,6,6,55d5b77ddb6a810006fa05d5,55d5b77ddb6a810006fa05d5
2021-01-11 21:18:30,2021-01-11 21:24:24,0,82.32.144.204,100,354,1,2021-01-11 21:24:25,R_3nGGzgoH4M2y1JA,,,,,52.5735931396484375,-2.1136932373046875,anonymous,EN,1,85,6.581,6.581,7.487,1,73,5.992,5.992,7.263,1,57,6.108,6.108,7.334,1,16,6.72,6.72,7.967,1,23,12.494,12.494,14.749,1,58,4.307,4.307,5.548,1,92,4.912,4.912,6.006,1,0,8.514,9.374,10.817,2,53,10.172,10.172,11.389,1,85,10.972,10.972,12.007,1,26,8.321,8.321,10.415,1,65,5.892,5.892,6.994,1,11,9.723,9.723,10.899,1,68,9.525,9.525,10.738,1,39,5.498,8.986,10.161,3,61,9.011,9.011,10.336,1,59,7.56,7.56,8.539,1,35,5.74,5.74,7.026,1,93,9.495,9.495,10.351,1,72,9.538,9.538,10.597,1,90,10.022,13.066,13.967,3,58,7.585,7.585,9.409,1,68,7.325,7.325,8.297,1,59,7.904,7.904,8.991,1,43,14.313,14.313,15.087,1,54,11.052,11.052,12.369,1,66,12.843,13.116,14.107,2,63,5.947,9.263,10.592,2,46,11.414,11.414,12.662,1,1,47,4,4,4,5,5,5a9c7b2c777df2000160116b,5a9c7b2c777df2000160116b
2021-01-11 21:12:33,2021-01-11 21:24:56,0,86.131.200.133,100,742,1,2021-01-11 21:24:56,R_3ND5kaBRBn18BvP,,,,,54.0865020751953125,-3.16400146484375,anonymous,EN,1,77,5.35,8.13,15.146,2,71,11.285,11.285,15.032,1,67,4.062,4.062,15.119,1,19,6.176,6.176,15.123,1,33,7.126,13.879,15.122,4,56,7.423,7.423,15.119,1,84,8.001,8.001,15.019,1,5,9.044,9.044,15.016,1,14,4.381,6.071,15.02,2,80,5.607,5.607,15.119,1,6,4.78,7.081,15.12,3,38,14.129,14.129,15.127,1,21,8.618,10.223,15.117,2,67,0.101,6.885,15.019,2,72,7.323,7.323,15.12,1,33,4.992,4.992,15.018,1,75,5.351,6.435,15.021,2,58,7.331,7.331,15.016,1,31,9.104,9.104,15.121,1,,0,0,15.02,0,93,6.533,8.985,15.12,2,66,9.844,9.844,15.017,1,53,6.113,6.113,15.019,1,57,4.383,4.383,15.121,1,5,5.583,6.398,15.122,2,,0,0,15.11,0,34,7.946,7.946,15.121,1,97,5.222,5.222,15.019,1,82,11.684,11.684,15.118,1,2,31,4,5,6,5,6,5c1bf5ae10677f0001d9a382,5c1bf5ae10677f0001d9a382
2021-01-11 21:21:00,2021-01-11 21:25:05,0,46.64.23.119,100,245,1,2021-01-11 21:25:05,R_3MzGSfrVnNa0HeW,,,,,52.9647979736328125,-1.21319580078125,anonymous,EN,1,99,3.734,3.734,4.336,1,100,5.731,6.14,6.439,2,0,2.971,4.522,5.342,2,18,4.955,4.955,5.819,1,100,4.044,4.044,6.008,1,50,6.807,6.807,7.527,1,100,2.812,2.812,4.001,1,36,3.297,9.973,10.641,6,0,6.062,6.062,6.8,1,100,7.9,8.29,8.475,2,0,4.193,4.193,5.269,1,89,8.124,8.124,8.581,1,15,8.705,8.705,9.397,1,84,7.594,7.594,8.446,1,0,2.76,5.035,5.237,4,94,5.048,7.199,7.409,4,56,6.257,6.841,7.246,2,0,2.552,2.552,3.059,1,0,9.089,9.089,9.746,1,0,8.925,9.632,10.517,2,2,8.84,9.653,10.269,2,100,3.903,3.903,4.618,1,51,5.762,6.258,6.473,2,69,5.558,7.925,8.245,6,,0.307,0.307,0.694,1,51,0.079,11.225,11.972,4,26,7.276,7.276,7.744,1,82,6.712,8.417,9.008,3,100,2.062,10.606,11.342,3,1,19,1,3,4,6,6,5f5d3a0514f72258dedea6dc,5f5d3a0514f72258dedea6dc
2021-01-11 21:18:46,2021-01-11 21:25:15,0,31.54.53.119,100,389,1,2021-01-11 21:25:16,R_3fuyJGJx4uPSuYc,,,,,52.6737060546875,-2.0312957763671875,anonymous,EN,1,68,7.799,7.799,10.591,1,99,6.662,6.889,7.813,2,67,7.487,7.487,9.068,1,19,6.447,6.447,7.847,1,5,11.717,11.717,14.342,1,68,5.624,5.624,7.236,1,67,6.003,6.003,7.742,1,1,11.152,11.152,13.062,1,33,6.466,6.466,7.968,1,67,8.299,8.299,9.878,1,36,7.894,7.894,9.642,1,100,5.753,5.753,7.189,1,51,12.403,12.403,14.209,1,67,11.862,11.862,13.598,1,35,5.323,5.323,6.731,1,33,6.155,6.155,7.901,1,68,7.373,7.373,8.971,1,33,8.276,8.276,10.01,1,71,10.671,10.671,12.308,1,69,9.194,9.194,11.081,1,,14.951,14.951,15.117,1,65,9.66,9.66,11.276,1,99,2.079,2.079,10.411,1,32,5.593,5.593,7.339,1,66,11.621,11.621,13.08,1,67,8.9,8.9,10.607,1,69,8.68,8.68,10.271,1,93,7.35,9.736,11.064,3,51,13.978,13.978,15.016,1,2,48,4,5,5,5,5,59d4d493c618a50001cf5c6a,59d4d493c618a50001cf5c6a
2021-01-11 21:18:00,2021-01-11 21:26:00,0,213.205.240.216,100,479,1,2021-01-11 21:26:00,R_3kBvDIWM0FuU1MQ,,,,,51.5319976806640625,0.0883941650390625,anonymous,EN,1,64,6.411,6.411,7.402,1,87,5.868,5.868,6.411,1,63,9.492,9.492,10.651,1,16,11.292,11.292,12.152,1,79,7.242,7.242,8.584,1,0,5.007,5.007,5.846,1,100,5.483,5.483,6.528,1,17,9.435,9.435,10.178,1,58,10.669,10.669,12.276,1,100,7.096,7.096,8.456,1,10,6.052,8.132,9.61,3,56,6.521,6.521,8.015,1,39,9.467,9.467,10.995,1,58,5.648,5.648,6.39,1,0,7.191,7.191,8.999,1,87,4.341,4.341,4.851,1,46,8.41,9.259,9.683,2,10,3.59,4.317,4.748,2,68,10.728,10.728,11.653,1,15,6.949,10.701,11.645,3,100,7.158,7.158,8.322,1,83,5.944,7.376,8.233,2,7,5.319,9.271,10.071,3,88,6.432,6.432,6.839,1,58,13.459,13.459,14.689,1,63,6.485,6.485,7.298,1,66,9.681,9.681,10.745,1,78,9.205,9.205,10.475,1,80,13.014,13.014,13.71,1,2,27,1,5,4,6,6,5a8c553bb093f80001a812cf,5a8c553bb093f80001a812cf
2021-01-11 21:21:51,2021-01-11 21:26:42,0,84.69.200.224,100,291,1,2021-01-11 21:26:42,R_3ENoJULQ9vDUxaa,,,,,54.7698974609375,-1.5590057373046875,anonymous,EN,1,70,3.903,3.903,4.637,1,72,3.985,3.985,5.23,1,,0,0,2.245,0,18,3.932,3.932,5.706,1,34,7.521,7.521,8.649,1,89,3.461,3.461,4.148,1,18,3.612,6.157,7.116,2,52,6.102,6.102,7.186,1,80,3.2,4.689,5.589,2,33,4.345,6.546,7.213,2,43,4.924,4.924,6.356,1,100,4.293,5.648,6.46,2,0,6.776,6.776,8.979,1,88,5.02,5.02,5.895,1,68,7.024,7.024,7.723,1,33,2.533,4.025,4.882,2,65,6.771,6.771,8.215,1,69,5.162,5.162,6.102,1,91,5.647,5.647,6.341,1,88,5.124,5.124,5.854,1,100,4.426,5.954,6.655,2,25,6.556,6.556,7.448,1,100,4.237,4.237,5.459,1,10,2.873,4.501,5.524,2,74,5.21,5.21,5.871,1,78,9.661,9.661,10.609,1,32,5.706,6.669,7.527,3,79,8.148,8.148,9.115,1,100,6.714,6.714,7.598,1,1,57,1,3,4,6,6,5e39dfdc54fca708912dfab5,5e39dfdc54fca708912dfab5
2021-01-11 21:19:55,2021-01-11 21:27:02,0,86.153.106.114,100,426,1,2021-01-11 21:27:03,R_1H0GcdImD56lhUI,,,,,55.998992919921875,-2.5381927490234375,anonymous,EN,1,84,7.999,9.769,10.487,2,69,5.646,5.646,6.514,1,74,7.649,7.649,8.899,1,18,6.501,6.501,15.123,1,88,13.942,13.942,14.9,1,38,4.581,4.581,16.663,1,68,6.549,6.549,7.285,1,47,14.79,14.79,15.025,1,66,8.398,8.398,15.122,1,36,7.411,7.411,8.991,1,21,4.589,10.473,11.475,5,77,8.105,8.105,15.014,1,21,9.896,9.896,11.308,1,74,6.39,6.39,15.207,1,27,9,11.209,15.02,2,55,3.849,3.849,4.771,1,71,0.464,10.778,15.028,2,67,4.816,6.34,7.061,2,64,7.7,7.7,9.203,1,64,9.972,9.972,11.392,1,76,8.8,8.8,10.095,1,69,0.36,8.281,15.19,2,29,9.416,9.416,15.018,1,62,5.018,5.018,5.747,1,43,8.93,8.93,10.2,1,64,0,0,15.025,0,34,9.083,10.186,11.753,2,84,11.352,11.352,15.117,1,55,0,0,15.027,0,1,38,4,2,5,5,6,5edfeebaecf5a0318788d731,5edfeebaecf5a0318788d731
2021-01-11 21:22:38,2021-01-11 21:27:47,0,82.8.13.254,100,309,1,2021-01-11 21:27:48,R_3emoFhYg3MNrX4l,,,,,52.58740234375,-2.13800048828125,anonymous,EN,1,65,7.032,7.456,7.683,2,90,3.179,4.431,4.852,2,74,4.519,4.943,5.223,2,20,13.215,13.215,13.769,1,69,11.128,11.128,12.652,1,63,4.861,5.406,5.885,2,100,3.308,3.308,3.805,1,89,7.216,7.216,10.056,1,72,2.775,2.775,3.281,1,85,8.71,11.66,12.136,5,4,5.614,5.614,6.356,1,0,5.217,12.167,12.383,5,17,13.979,13.979,14.655,1,88,6.32,10.058,11.197,3,0,6.739,6.739,7.583,1,65,3.418,3.418,3.882,1,65,7.014,8.821,9.363,2,21,5.682,5.682,6.21,1,80,3.825,3.825,4.957,1,68,6.926,12.932,13.23,4,22,3.267,5.393,5.981,2,100,3.481,4.322,4.797,2,71,3.799,3.799,4.268,1,92,8.109,8.109,8.675,1,100,8.542,8.542,8.984,1,100,6.609,7.198,7.495,2,8,5.242,6.262,6.854,2,100,5.695,5.695,7.66,1,100,4.045,4.797,5.253,2,1,33,1,4,5,5,5,57473b847fd0ec000db6842a,57473b847fd0ec000db6842a
2021-01-11 21:22:05,2021-01-11 21:27:58,0,62.252.153.23,100,353,1,2021-01-11 21:27:58,R_1oIjTjgPKgVeGV0,,,,,50.8612060546875,-0.1194000244140625,anonymous,EN,1,91,4.97,4.97,5.597,1,99,3.781,3.781,4.473,1,52,3.319,9.536,10.813,2,18,9.509,9.509,10.571,1,0,6.354,6.354,7.249,1,100,3.111,4.707,5.34,2,100,6.367,6.367,7.855,1,52,6.769,14.208,15.008,2,40,7.136,7.136,8.075,1,32,9.436,9.436,10.846,1,100,3.874,3.874,5.797,1,100,3.342,3.342,3.899,1,0,12.953,12.953,13.807,1,32,6.9,10.608,11.427,2,100,4.942,4.942,6.312,1,35,3.795,9.011,9.727,3,100,4.179,4.179,4.975,1,70,4.889,4.889,5.745,1,53,8.676,8.676,10.27,1,38,8.44,8.44,9.388,1,100,6.565,9.29,9.721,3,33,4.822,4.822,5.743,1,100,4.021,4.021,4.965,1,0,3.313,3.313,4.824,1,100,5.897,5.897,9.126,1,100,6.356,6.356,7.094,1,0,5.831,5.831,6.858,1,100,4.507,6.071,6.886,2,,0.211,0.211,0.814,1,2,55,4,5,5,5,6,5dc0257aff9c98465fc57ada,5dc0257aff9c98465fc57ada
2021-01-11 21:22:24,2021-01-11 21:28:16,0,176.252.39.44,100,352,1,2021-01-11 21:28:17,R_5doSx2eY9izTBmh,,,,,53.8755950927734375,-1.7122955322265625,anonymous,EN,1,60,6.66,6.66,7.67,1,69,3.802,5.698,6.492,3,70,5.099,5.099,6.077,1,20,5.118,7.853,8.817,3,29,7.555,7.555,8.826,1,68,4.302,4.302,5.892,1,97,4.058,4.058,6.3,1,6,10.856,11.69,13.347,2,35,9.292,9.292,11.213,1,66,3.983,3.983,5.577,1,6,5.09,5.09,7.148,1,35,6.514,6.931,8.031,2,51,11.248,11.248,12.251,1,67,11.184,11.184,12.267,1,99,6.603,6.603,7.68,1,33,4.502,4.502,5.742,1,68,6.553,6.553,7.218,1,69,4.698,4.698,5.451,1,68,7.084,7.084,7.89,1,68,9.034,9.427,10.323,2,96,4.565,5.182,6.405,2,32,4.171,4.171,5.743,1,59,5.448,5.448,7.45,1,33,4.396,4.396,6.759,1,35,7.5,7.5,9.521,1,35,8.775,9.342,12.192,2,67,5.577,5.577,6.738,1,96,6.792,6.792,7.785,1,70,9.463,11.462,12.48,2,1,59,4,2,4,4,5,5c7a7dd7665aaa0001309bf0,5c7a7dd7665aaa0001309bf0
2021-01-11 21:24:24,2021-01-11 21:28:38,0,82.23.209.175,100,254,1,2021-01-11 21:28:39,R_1Qo2BJwcbT74ZBF,,,,,50.7241058349609375,-1.789093017578125,anonymous,EN,1,100,3.746,3.746,4.44,1,100,2.688,2.688,3.144,1,100,3.145,4.586,5.709,3,20,2.416,3.115,5.475,2,100,8.304,8.304,10.286,1,6,7.273,7.273,7.999,1,100,2.737,2.737,3.326,1,66,8.204,8.204,9.046,1,32,5.751,5.751,6.434,1,100,9.652,9.652,10.342,1,32,6.688,6.688,7.701,1,66,4.599,4.599,5.177,1,100,8.986,8.986,9.565,1,100,6.587,6.587,7.047,1,100,3.421,5.461,6.008,4,67,3.573,3.573,4.185,1,100,8.023,8.023,8.652,1,0,2.75,4.143,4.765,4,34,6.654,6.654,7.296,1,0,6.677,6.677,7.403,1,74,6.595,11.217,11.772,3,66,2.707,2.707,3.328,1,55,5.907,5.907,6.437,1,70,8.183,8.183,8.866,1,100,8.666,9.482,10.003,2,100,8.434,8.434,8.957,1,41,8.695,11.102,11.827,4,100,5.902,5.902,6.764,1,100,6.873,6.873,7.424,1,1,27,4,4,6,4,6,5f6fa838ebf785131f2362ee,5f6fa838ebf785131f2362ee
