StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,ab_f_1,ab_c_f_1,su_f_1,su_c_f_1,va_f_1,va_c_f_1,gm_f_1,gm_c_f_1,sa_f_1,sa_c_f_1,br_f_1,br_c_f_1,pb_f_1,pb_c_f_1,su_n_1,su_c_n_1,ab_n_1,ab_c_n_1,va_n_1,va_c_n_1,gm_n_1,gm_c_n_1,sa_n_1,sa_c_n_1,br_n_1,br_c_n_1,pb_n_1,pb_c_n_1,gender,age,religion,education,politics_1,politics_2,Q77,Q79,PROLIFIC_PID,STUDY_ID,default,cnd
2021-04-07 19:39:59,2021-04-07 19:50:09,0,86.24.10.39,100,610,1,2021-04-07 19:50:10,R_2rSo9w8p5dJqz37,,,,,50.7321014404296875,-3.529998779296875,anonymous,ES-ES,1,32,69,20,68,20,83,82,23,60,32,68,31,73,22,,,,,,,,,,,,,,,2,23,1,4,3,4,6,5d586caf1da7d10018a1a7b1,5d586caf1da7d10018a1a7b1,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:47:28,2021-04-07 19:50:11,0,82.0.96.241,100,163,1,2021-04-07 19:50:12,R_b11tEL0LoboQJnH,,,,,53.43670654296875,-2.9651947021484375,anonymous,ES-ES,1,11,31,77,68,60,88,66,12,70,78,0,79,83,95,,,,,,,,,,,,,,,2,35,2,5,2,2,6,60471cafee39c41a2b92815f,60471cafee39c41a2b92815f,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:46:47,2021-04-07 19:50:38,0,86.147.191.17,100,231,1,2021-04-07 19:50:39,R_2xXLg50oVnGIr9q,,,,,51.3903961181640625,-0.0991973876953125,anonymous,ES-ES,1,40,29,32,69,9,100,100,100,87,75,31,67,74,81,,,,,,,,,,,,,,,2,29,1,4,1,1,5,600c9846469bae3b54977f64,600c9846469bae3b54977f64,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:48:41,2021-04-07 19:50:43,0,82.23.136.248,100,122,1,2021-04-07 19:50:44,R_0CJ4se76p8UEqHv,,,,,54.585693359375,-1.317596435546875,anonymous,ES-ES,1,31,25,69,37,33,36,33,71,69,32,0,100,100,73,,,,,,,,,,,,,,,2,54,1,2,7,7,6,5b2bacf57680400001e61a5a,5b2bacf57680400001e61a5a,606447a465eee832c645552f,fact,fact
2021-04-07 19:47:54,2021-04-07 19:50:47,0,94.9.122.19,100,173,1,2021-04-07 19:50:47,R_22MtgHzovBDtWoK,,,,,53.4174041748046875,-2.91119384765625,anonymous,ES-ES,1,100,100,73,31,14,100,95,94,75,61,93,100,81,100,,,,,,,,,,,,,,,1,19,1,4,2,7,6,5f21d8962a7e0d418f06eff7,5f21d8962a7e0d418f06eff7,606447a465eee832c645552f,fact,fact
2021-04-07 19:48:53,2021-04-07 19:51:24,0,143.244.37.163,100,151,1,2021-04-07 19:51:25,R_1d0GKGNJZeukZ8U,,,,,51.5095977783203125,-0.097198486328125,anonymous,ES-ES,1,23,34,8,92,18,89,68,68,85,76,59,69,81,80,,,,,,,,,,,,,,,1,33,1,4,2,2,6,5f350272628adc43a1320791,5f350272628adc43a1320791,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:48:27,2021-04-07 19:51:29,0,94.7.94.93,100,181,1,2021-04-07 19:51:29,R_2R3UOACSpS5vkVR,,,,,50.7333984375,-1.9246063232421875,anonymous,ES-ES,1,6,58,92,86,34,68,75,56,69,68,68,,88,68,,,,,,,,,,,,,,,2,31,2,4,2,2,6,5fd66e7b65defc571b4ee007,5fd66e7b65defc571b4ee007,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:50:08,2021-04-07 19:51:51,0,151.231.60.128,100,102,1,2021-04-07 19:51:51,R_PFBn93eoVJMhvR7,,,,,52.7570037841796875,0.4152984619140625,anonymous,ES-ES,1,68,51,0,98,68,70,0,95,0,1,33,75,100,100,,,,,,,,,,,,,,,1,26,2,4,4,4,5,601c34296de5a06e8cf7085f,601c34296de5a06e8cf7085f,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:48:26,2021-04-07 19:52:40,0,81.110.202.66,100,254,1,2021-04-07 19:52:40,R_2YM3P6QYq9OBs7s,,,,,51.3925933837890625,1.40460205078125,anonymous,ES-ES,1,21,96,72,85,72,91,67,97,98,97,56,69,76,81,,,,,,,,,,,,,,,2,64,4,4,2,2,6,5fb6feea7970dd1b5dc6446e,5fb6feea7970dd1b5dc6446e,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:51:01,2021-04-07 19:53:06,0,5.68.163.219,100,125,1,2021-04-07 19:53:06,R_2UfKPy3f0YtXJqy,,,,,55.4333038330078125,-4.67559814453125,anonymous,ES-ES,1,68,0,0,86,0,100,72,75,67,2,0,100,61,68,,,,,,,,,,,,,,,2,23,1,3,1,1,6,5f2af36061a10a452cd8dc4e,5f2af36061a10a452cd8dc4e,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:50:45,2021-04-07 19:53:07,0,82.37.198.114,100,141,1,2021-04-07 19:53:07,R_1Cr1l28TozO0mrO,,,,,51.4535064697265625,-2.591705322265625,anonymous,ES-ES,1,80,15,54,5,9,68,69,70,14,96,67,68,100,32,,,,,,,,,,,,,,,2,22,1,5,1,1,6,5f86fb7352cb8507bad3283f,5f86fb7352cb8507bad3283f,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:51:33,2021-04-07 19:53:52,0,77.99.163.150,100,138,1,2021-04-07 19:53:52,R_29dkmJZE0Rhf5kd,,,,,51.442596435546875,-2.860107421875,anonymous,ES-ES,1,9,0,100,81,51,51,17,70,68,51,7,5,100,67,,,,,,,,,,,,,,,2,39,1,4,3,2,6,5e3a9e0dfbce8a296258c297,5e3a9e0dfbce8a296258c297,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:52:01,2021-04-07 19:54:10,0,80.42.6.96,100,129,1,2021-04-07 19:54:10,R_umlQlVQAFgxzvA5,,,,,51.778594970703125,-1.2505950927734375,anonymous,ES-ES,1,2,32,31,69,2,100,67,70,50,50,67,69,53,96,,,,,,,,,,,,,,,2,55,1,4,3,3,6,5d59b9959d203c0001fac7d7,5d59b9959d203c0001fac7d7,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:51:42,2021-04-07 19:54:14,0,143.159.57.11,100,151,1,2021-04-07 19:54:14,R_pm8GeG5MsVBm1AR,,,,,53.2339935302734375,-1.446197509765625,anonymous,ES-ES,1,33,34,33,69,33,68,67,32,68,0,67,34,,67,,,,,,,,,,,,,,,2,31,1,5,1,1,6,5f5f66b2c050a00169ba939c,5f5f66b2c050a00169ba939c,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:50:25,2021-04-07 19:54:16,0,82.132.184.55,100,231,1,2021-04-07 19:54:17,R_2tEHvPT9r83Gs8L,,,,,54.9499969482421875,-1.649993896484375,anonymous,ES-ES,1,51,0,31,71,100,100,15,87,51,51,0,100,100,100,,,,,,,,,,,,,,,3,52,1,2,2,3,6,5c31fdbafe0b5000012474e5,5c31fdbafe0b5000012474e5,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:52:04,2021-04-07 19:54:32,0,86.172.196.24,100,148,1,2021-04-07 19:54:32,R_2czryW8o7NR3t9R,,,,,52.061798095703125,-1.3428955078125,anonymous,ES-ES,1,42,23,22,79,27,75,86,75,56,36,56,37,61,40,,,,,,,,,,,,,,,2,20,1,3,4,6,6,6032e87ecb3b6f33db708dc0,6032e87ecb3b6f33db708dc0,606447a465eee832c645552f,fact,fact
2021-04-07 19:50:51,2021-04-07 19:54:33,0,176.253.134.193,100,221,1,2021-04-07 19:54:33,R_3PSm5tqp1lxmPT0,,,,,51.721893310546875,0.4810943603515625,anonymous,ES-ES,1,24,54,62,0,32,73,27,67,51,7,6,83,87,79,,,,,,,,,,,,,,,2,27,2,4,2,2,6,5ea03a3b7f57130564707c64,5ea03a3b7f57130564707c64,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:50:51,2021-04-07 19:54:45,0,84.65.159.122,100,234,1,2021-04-07 19:54:45,R_2zcgg1JsqEqXiMZ,,,,,53.50390625,-2.1959075927734375,anonymous,ES-ES,1,74,76,32,62,23,89,35,57,69,70,11,79,78,52,,,,,,,,,,,,,,,2,35,1,5,2,4,5,5d5a87938e8d88001acd4f89,5d5a87938e8d88001acd4f89,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:52:30,2021-04-07 19:54:50,0,81.159.171.79,100,139,1,2021-04-07 19:54:51,R_2ZQClA65IPQOZBe,,,,,50.788299560546875,0.2816925048828125,anonymous,ES-ES,1,18,78,27,73,6,90,50,15,65,24,41,38,57,67,,,,,,,,,,,,,,,2,29,4,4,2,3,5,5e3f1cda8d0aee000a587dbf,5e3f1cda8d0aee000a587dbf,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:53:15,2021-04-07 19:55:09,0,92.238.221.83,100,113,1,2021-04-07 19:55:09,R_2ebzhhp7LODiVIO,,,,,53.63909912109375,-1.522705078125,anonymous,ES-ES,1,72,28,26,,26,81,97,95,71,15,96,79,68,80,,,,,,,,,,,,,,,1,27,1,5,3,3,6,605780dbc19e21b7b72c8104,605780dbc19e21b7b72c8104,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:53:02,2021-04-07 19:55:13,0,148.252.128.230,100,130,1,2021-04-07 19:55:13,R_Y3po3MvsFFJXyEx,,,,,51.49639892578125,-0.122406005859375,anonymous,ES-ES,1,76,8,32,37,0,100,50,51,100,89,28,69,53,81,,,,,,,,,,,,,,,2,33,1,5,1,1,6,5e683c2b308ecf0f78089f20,5e683c2b308ecf0f78089f20,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:52:35,2021-04-07 19:55:13,0,90.213.182.66,100,158,1,2021-04-07 19:55:14,R_3fW3gzGmq1oxOMJ,,,,,51.6143035888671875,-0.794403076171875,anonymous,ES-ES,1,24,1,50,32,51,87,95,88,43,7,75,65,83,13,,,,,,,,,,,,,,,1,19,2,3,3,4,5,5ef08aa7177a735c78ffbf40,5ef08aa7177a735c78ffbf40,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:52:57,2021-04-07 19:55:22,0,86.168.27.197,100,144,1,2021-04-07 19:55:22,R_3kIiNx9NSyuNDeH,,,,,51.8264007568359375,-0.787200927734375,anonymous,ES-ES,1,47,61,35,35,7,100,68,37,68,68,68,68,75,84,,,,,,,,,,,,,,,2,18,5,2,1,2,6,6048dedbc337a7568e7f7656,6048dedbc337a7568e7f7656,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:53:09,2021-04-07 19:55:27,0,94.11.38.40,100,138,1,2021-04-07 19:55:28,R_332R993bvFIxbOz,,,,,56.0348052978515625,-3.4980926513671875,anonymous,ES-ES,1,86,34,34,32,0,100,66,58,82,100,68,35,59,87,,,,,,,,,,,,,,,1,20,5,3,2,3,6,600711ed62ad4f15c5a7120b,600711ed62ad4f15c5a7120b,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:54:10,2021-04-07 19:55:37,0,81.146.59.88,100,87,1,2021-04-07 19:55:38,R_1mxyrulsQmrT06Q,,,,,52.768096923828125,-1.202606201171875,anonymous,ES-ES,1,12,23,27,25,30,35,41,67,64,37,59,57,77,84,,,,,,,,,,,,,,,2,21,1,4,4,4,6,5eecad1fa2ee68036410a917,5eecad1fa2ee68036410a917,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:54:22,2021-04-07 19:55:46,0,86.0.8.162,100,83,1,2021-04-07 19:55:47,R_1YodWWtJUyXRqjD,,,,,54.9662933349609375,-1.6092987060546875,anonymous,ES-ES,1,70,32,13,90,0,100,90,100,48,52,17,52,31,82,,,,,,,,,,,,,,,1,29,1,5,1,1,6,5e2eb30e270214000b247d1b,5e2eb30e270214000b247d1b,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:53:30,2021-04-07 19:56:28,0,86.166.185.62,100,177,1,2021-04-07 19:56:28,R_1M6yZKY9LLRY2B2,,,,,55.15899658203125,-1.5868072509765625,anonymous,ES-ES,1,33,2,42,8,34,32,88,89,85,86,68,71,72,38,,,,,,,,,,,,,,,2,46,1,4,2,2,6,605a25c743f7ab91b0881ddf,605a25c743f7ab91b0881ddf,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:54:12,2021-04-07 19:56:34,0,90.215.97.145,100,141,1,2021-04-07 19:56:34,R_3qkWiSgcYbmFr26,,,,,53.6121063232421875,-2.1298980712890625,anonymous,ES-ES,1,15,0,58,31,4,82,28,30,69,62,67,64,100,80,,,,,,,,,,,,,,,2,71,4,3,6,6,6,5ed75e8c2206cb011eea12b0,5ed75e8c2206cb011eea12b0,606447a465eee832c645552f,fact,fact
2021-04-07 19:53:44,2021-04-07 19:56:38,0,2.125.168.83,100,174,1,2021-04-07 19:56:38,R_2ClziXDuzCy1dRp,,,,,51.4535064697265625,-2.591705322265625,anonymous,ES-ES,1,95,61,19,100,8,100,68,85,76,100,35,76,75,93,,,,,,,,,,,,,,,2,35,1,4,2,2,6,570d45dc42a1db000ec4d1ce,570d45dc42a1db000ec4d1ce,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:53:47,2021-04-07 19:56:51,0,92.12.63.83,100,183,1,2021-04-07 19:56:51,R_2YhKuUEyBjZUAbh,,,,,52.63470458984375,1.3011932373046875,anonymous,ES-ES,1,32,15,22,82,67,67,94,85,55,40,6,94,28,70,,,,,,,,,,,,,,,2,21,1,4,2,4,6,60083fa1a47d9e3efc4b3592,60083fa1a47d9e3efc4b3592,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:53:03,2021-04-07 19:56:54,0,79.68.52.66,100,231,1,2021-04-07 19:56:55,R_2wo90UELzGo2Ije,,,,,52.585205078125,-0.235992431640625,anonymous,ES-ES,1,67,66,66,67,12,88,91,85,52,51,68,32,100,100,,,,,,,,,,,,,,,2,61,4,2,4,4,6,5c8ce2f39d2bff0001b3fcea,5c8ce2f39d2bff0001b3fcea,606447a465eee832c645552f,fact,fact
2021-04-07 19:53:37,2021-04-07 19:56:56,0,147.143.41.40,100,198,1,2021-04-07 19:56:57,R_3kPPgB64Ts0xfB7,,,,,53.2068939208984375,-4.1183929443359375,anonymous,ES-ES,1,,0,19,73,8,98,100,99,79,67,,57,92,29,,,,,,,,,,,,,,,1,22,1,5,2,2,5,5cfbfca19f38590001d5d886,5cfbfca19f38590001d5d886,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:54:07,2021-04-07 19:56:59,0,5.80.144.143,100,171,1,2021-04-07 19:57:00,R_2e9Zpj5thcWCDUt,,,,,53.3809051513671875,-3.098602294921875,anonymous,ES-ES,1,15,59,7,70,9,69,68,58,34,34,42,33,57,67,,,,,,,,,,,,,,,2,22,4,4,2,3,6,5c65f80affc8240001bf6b8a,5c65f80affc8240001bf6b8a,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:55:06,2021-04-07 19:57:07,0,79.66.147.155,100,121,1,2021-04-07 19:57:08,R_3IbIwGgdLFhQPBz,,,,,50.848297119140625,-0.44720458984375,anonymous,ES-ES,1,68,59,73,91,62,87,34,83,67,86,85,92,97,88,,,,,,,,,,,,,,,2,47,4,4,3,3,5,5ea9423a615c1501abef79bd,5ea9423a615c1501abef79bd,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:55:45,2021-04-07 19:57:15,0,213.205.198.228,100,89,1,2021-04-07 19:57:15,R_3hlsNhxVRiy070c,,,,,51.553802490234375,-0.3101959228515625,anonymous,ES-ES,1,69,30,63,66,23,75,71,67,74,81,82,86,,,,,,,,,,,,,,,,,1,23,1,4,6,6,6,603e411c5efcd8dd647574be,603e411c5efcd8dd647574be,606447a465eee832c645552f,fact,fact
2021-04-07 19:53:10,2021-04-07 19:57:18,0,87.81.34.20,100,247,1,2021-04-07 19:57:19,R_3QSghfXEenkiLyJ,,,,,51.417999267578125,-0.175201416015625,anonymous,ES-ES,1,,34,41,68,22,81,,75,,,32,66,80,82,,,,,,,,,,,,,,,2,59,1,2,5,5,5,600092321467ea1431ac2de9,600092321467ea1431ac2de9,606447a465eee832c645552f,fact,fact
2021-04-07 19:55:19,2021-04-07 19:57:22,0,139.47.1.63,100,122,1,2021-04-07 19:57:22,R_ZriNkXfoV7QKpsl,,,,,40.417205810546875,-3.6840057373046875,anonymous,ES-ES,1,24,69,13,92,69,61,72,70,76,67,66,5,94,100,,,,,,,,,,,,,,,1,32,1,4,4,4,6,5c91942b707ed90011858f48,5c91942b707ed90011858f48,606447a465eee832c645552f,fact,fact
2021-04-07 19:55:14,2021-04-07 19:57:23,0,77.98.245.7,100,128,1,2021-04-07 19:57:23,R_2pJiGIUAZ1uonSV,,,,,51.57879638671875,-0.123504638671875,anonymous,ES-ES,1,100,68,32,31,0,100,100,100,32,100,67,67,100,100,,,,,,,,,,,,,,,2,31,5,4,5,5,6,5d7e534c16b0a00017c367d1,5d7e534c16b0a00017c367d1,606447a465eee832c645552f,fact,fact
2021-04-07 19:54:38,2021-04-07 19:57:32,0,82.132.238.65,100,173,1,2021-04-07 19:57:33,R_3NyouH4GCSubgaT,,,,,52.529693603515625,-1.8542938232421875,anonymous,ES-ES,1,37,16,4,23,2,30,,8,50,,33,34,89,,,,,,,,,,,,,,,,2,23,1,4,4,4,5,5fbd7423906ec414e7fa36a7,5fbd7423906ec414e7fa36a7,606447a465eee832c645552f,fact,fact
2021-04-07 19:55:25,2021-04-07 19:57:50,0,86.168.172.145,100,145,1,2021-04-07 19:57:51,R_22sseIQqLksatwl,,,,,52.3235931396484375,-2.0525054931640625,anonymous,ES-ES,1,30,98,31,83,19,100,68,74,34,68,67,83,75,92,,,,,,,,,,,,,,,1,23,5,3,5,5,6,5eb4909c2f46f82f9280a49b,5eb4909c2f46f82f9280a49b,606447a465eee832c645552f,fact,fact
2021-04-07 19:55:18,2021-04-07 19:58:03,0,82.36.252.97,100,164,1,2021-04-07 19:58:03,R_30calygsnzTnUxI,,,,,52.3842010498046875,-2.2223968505859375,anonymous,ES-ES,1,39,67,15,84,6,74,68,35,71,19,34,18,76,100,,,,,,,,,,,,,,,2,29,1,2,5,5,6,5cadb49e19bbcd0001c74a74,5cadb49e19bbcd0001c74a74,606447a465eee832c645552f,fact,fact
2021-04-07 19:55:32,2021-04-07 19:58:11,0,81.97.71.168,100,159,1,2021-04-07 19:58:12,R_1mDSt5fvzg5ZB7b,,,,,53.4141998291015625,-2.227996826171875,anonymous,ES-ES,1,71,,68,70,0,77,75,76,94,76,0,72,65,70,,,,,,,,,,,,,,,2,22,1,4,2,2,6,6013026bc5b6eb137ee5ae12,6013026bc5b6eb137ee5ae12,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:55:52,2021-04-07 19:58:18,0,2.124.89.205,100,146,1,2021-04-07 19:58:19,R_2CQaDnCIJQdmvYC,,,,,51.619598388671875,0.31329345703125,anonymous,ES-ES,1,33,0,67,67,0,100,79,71,69,68,69,10,100,100,,,,,,,,,,,,,,,2,57,1,4,5,7,6,6019d55de774df1acdfefc6a,6019d55de774df1acdfefc6a,606447a465eee832c645552f,fact,fact
2021-04-07 19:56:19,2021-04-07 19:58:22,0,83.23.129.40,100,122,1,2021-04-07 19:58:23,R_8eOIIz1ViRPHrwd,,,,,54.390594482421875,18.4040985107421875,anonymous,ES-ES,1,72,52,18,84,0,100,43,85,71,87,32,41,80,100,,,,,,,,,,,,,,,1,20,1,3,1,3,6,5f946b72d654c628ea868716,5f946b72d654c628ea868716,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:55:46,2021-04-07 19:58:24,0,188.28.85.222,100,158,1,2021-04-07 19:58:25,R_3JyIgQKusoFXmTz,,,,,51.4503936767578125,-0.0366973876953125,anonymous,ES-ES,1,31,37,31,88,31,96,100,100,70,87,69,87,75,69,,,,,,,,,,,,,,,1,44,1,4,1,1,6,5b1fee8319bd200001bcb6aa,5b1fee8319bd200001bcb6aa,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:55:20,2021-04-07 19:59:05,0,79.66.252.125,100,224,1,2021-04-07 19:59:05,R_29gqAFz1GomL1I2,,,,,53.746002197265625,-2.9947967529296875,anonymous,ES-ES,1,64,9,36,68,38,31,41,34,68,68,0,83,92,73,,,,,,,,,,,,,,,2,75,2,2,3,4,6,5ec2683e7bf5d7035f84ddf8,5ec2683e7bf5d7035f84ddf8,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:57:10,2021-04-07 19:59:16,0,77.102.138.117,100,126,1,2021-04-07 19:59:16,R_7THabxTqZuX4qch,,,,,51.613800048828125,-0.0511932373046875,anonymous,ES-ES,1,65,0,41,51,16,77,100,100,61,14,67,17,79,85,,,,,,,,,,,,,,,3,19,2,2,2,2,6,5fb3cd181ca11d000bcab81f,5fb3cd181ca11d000bcab81f,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:55:47,2021-04-07 19:59:19,0,92.239.239.27,100,212,1,2021-04-07 19:59:20,R_r9cp9No4h9bDc2J,,,,,52.4553985595703125,-1.9564971923828125,anonymous,ES-ES,1,25,76,23,98,32,92,69,82,66,68,70,95,100,97,,,,,,,,,,,,,,,2,55,1,2,6,7,6,5ea2bdc24085721e0a3d8a56,5ea2bdc24085721e0a3d8a56,606447a465eee832c645552f,fact,fact
2021-04-07 19:56:48,2021-04-07 19:59:21,0,88.108.109.159,100,153,1,2021-04-07 19:59:21,R_d753HkywjkUY0aB,,,,,53.286102294921875,-3.7996063232421875,anonymous,ES-ES,1,0,74,67,67,0,100,68,69,100,100,0,100,63,72,,,,,,,,,,,,,,,2,45,1,6,1,1,6,5f1ffba00a82d1251760067c,5f1ffba00a82d1251760067c,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:56:47,2021-04-07 19:59:28,0,81.35.9.253,100,160,1,2021-04-07 19:59:28,R_1Qh0jU9HBmeZrtY,,,,,36.7689056396484375,-2.61529541015625,anonymous,ES-ES,1,50,0,33,58,33,21,41,61,68,52,64,59,83,36,,,,,,,,,,,,,,,1,51,2,2,2,3,5,5cbed25eb98a8e0017f8ed1a,5cbed25eb98a8e0017f8ed1a,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:57:44,2021-04-07 19:59:40,0,80.7.109.238,100,115,1,2021-04-07 19:59:40,R_1dcucCUjUHHVELg,,,,,53.7740020751953125,-2.7057037353515625,anonymous,ES-ES,1,76,0,56,46,12,86,64,35,74,63,59,26,75,67,,,,,,,,,,,,,,,1,41,1,4,3,2,6,5eb19cf49736730c7710b0bf,5eb19cf49736730c7710b0bf,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:56:50,2021-04-07 19:59:40,0,86.209.98.124,100,170,1,2021-04-07 19:59:41,R_bau4BaJ8g5RqfXb,,,,,45.826507568359375,1.2483978271484375,anonymous,ES-ES,1,24,70,48,17,10,85,54,45,67,67,15,68,82,63,,,,,,,,,,,,,,,1,45,1,4,2,2,6,5edfcb096623a72e641809b2,5edfcb096623a72e641809b2,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:56:53,2021-04-07 19:59:53,0,5.81.161.12,100,179,1,2021-04-07 19:59:54,R_2SB4dJ2Ei5NfWfN,,,,,53.623504638671875,-2.335205078125,anonymous,ES-ES,1,52,52,52,52,21,53,100,100,7,61,6,77,79,58,,,,,,,,,,,,,,,2,61,1,2,2,2,1,5601947da66d10000bd5c1c3,5601947da66d10000bd5c1c3,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:57:35,2021-04-07 19:59:55,0,81.147.184.56,100,140,1,2021-04-07 19:59:55,R_2DYqixmBCIPZQmS,,,,,51.7657012939453125,-1.279693603515625,anonymous,ES-ES,1,18,68,61,61,34,88,69,70,71,,44,44,80,,,,,,,,,,,,,,,,2,29,5,6,2,3,6,60357b05f7b4d03cd981d914,60357b05f7b4d03cd981d914,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:57:12,2021-04-07 19:59:58,0,94.63.167.139,100,165,1,2021-04-07 19:59:58,R_3FR2a7U8HOt2oAB,,,,,38.6110992431640625,-9.1150970458984375,anonymous,ES-ES,1,34,59,32,75,32,63,65,21,70,66,90,100,50,89,,,,,,,,,,,,,,,1,20,1,3,4,4,6,5faf2c7dd2cbea1a11baa817,5faf2c7dd2cbea1a11baa817,606447a465eee832c645552f,fact,fact
2021-04-07 19:57:42,2021-04-07 19:59:58,0,90.198.70.32,100,135,1,2021-04-07 19:59:59,R_usnvHYDdyioLx4J,,,,,51.502593994140625,-0.0659942626953125,anonymous,ES-ES,1,99,6,57,67,0,90,0,73,67,66,33,69,71,33,,,,,,,,,,,,,,,1,19,4,3,1,1,6,5e9c7eced0615e1ad4d01945,5e9c7eced0615e1ad4d01945,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:55:48,2021-04-07 20:00:11,0,88.107.11.164,100,262,1,2021-04-07 20:00:11,R_2Qhtlsao9RzP9CL,,,,,52.3907012939453125,-1.291107177734375,anonymous,ES-ES,1,69,0,20,69,9,68,67,58,55,11,67,22,74,18,,,,,,,,,,,,,,,1,31,1,4,2,3,6,5fa8666e05b82e6e5453b6af,5fa8666e05b82e6e5453b6af,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:58:15,2021-04-07 20:00:15,0,31.220.220.127,100,119,1,2021-04-07 20:00:16,R_2YokxOHKv1hfrSE,,,,,51.54150390625,-0.0601043701171875,anonymous,ES-ES,1,100,100,41,17,4,87,88,73,68,37,19,68,73,99,,,,,,,,,,,,,,,2,20,2,4,3,5,6,6037919c2b5de32d6ebaee90,6037919c2b5de32d6ebaee90,606447a465eee832c645552f,fact,fact
2021-04-07 19:53:22,2021-04-07 20:00:36,0,90.201.227.168,100,434,1,2021-04-07 20:00:36,R_3ilisrK4g1QIi9d,,,,,53.3928985595703125,-1.545501708984375,anonymous,ES-ES,1,94,95,40,66,9,96,100,100,100,80,15,87,61,83,,,,,,,,,,,,,,,2,20,1,3,2,3,6,5f569fccba207c0fe4789cf8,5f569fccba207c0fe4789cf8,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:57:50,2021-04-07 20:00:38,0,90.215.254.213,100,167,1,2021-04-07 20:00:38,R_3NE5hn7S6aaQjME,,,,,53.2498016357421875,-0.511505126953125,anonymous,ES-ES,1,24,0,33,72,34,73,68,71,51,1,32,33,97,68,,,,,,,,,,,,,,,2,36,1,2,4,4,6,5f639c21192b540a86e6e559,5f639c21192b540a86e6e559,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:54:54,2021-04-07 20:00:39,0,92.14.112.117,100,345,1,2021-04-07 20:00:39,R_2BgsmI8p5FV0lUe,,,,,53.956695556640625,-1.08349609375,anonymous,ES-ES,1,63,25,32,79,0,100,100,100,70,100,,66,75,70,,,,,,,,,,,,,,,2,26,1,4,2,2,6,59d81de7ece378000107f2ed,59d81de7ece378000107f2ed,606dc73aa1f2b07b2ee95c0b,fact,fact
