StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,ab_f_ref_1,su_f_ref_1,va_f_ref_1,gm_f_ref_1,sa_f_ref_1,br_f_ref_1,pb_f_ref_1,c_ref_1,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,explain,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,ab_f_1,ab_c_f_1,Q94_First Click,Q94_Last Click,Q94_Page Submit,Q94_Click Count,su_f_1,su_c_f_1,Q93_First Click,Q93_Last Click,Q93_Page Submit,Q93_Click Count,va_f_1,va_c_f_1,Q92_First Click,Q92_Last Click,Q92_Page Submit,Q92_Click Count,gm_f_1,gm_c_f_1,Q91_First Click,Q91_Last Click,Q91_Page Submit,Q91_Click Count,sa_f_1,sa_c_f_1,Q90_First Click,Q90_Last Click,Q90_Page Submit,Q90_Click Count,br_f_1,br_c_f_1,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,pb_f_1,pb_c_f_1,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,su_n_1,su_c_n_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,ab_n_1,ab_c_n_1,Q86_First Click,Q86_Last Click,Q86_Page Submit,Q86_Click Count,va_n_1,va_c_n_1,Q81_First Click,Q81_Last Click,Q81_Page Submit,Q81_Click Count,gm_n_1,gm_c_n_1,Q85_First Click,Q85_Last Click,Q85_Page Submit,Q85_Click Count,sa_n_1,sa_c_n_1,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,br_n_1,br_c_n_1,Q83_First Click,Q83_Last Click,Q83_Page Submit,Q83_Click Count,pb_n_1,pb_c_n_1,Q79,PROLIFIC_PID,STUDY_ID,default,issue
2021-08-15 16:54:16,2021-08-15 17:02:59,0,2.218.39.45,100,523,1,2021-08-15 17:02:59,R_3QW3dEH9VfzyrDn,,,,,50.737396240234375,-3.470794677734375,anonymous,EN-GB,1,,,,,,,81,72,52.535,64.415,65.157,3,"I would say around 18. Other changes to the body such as tattoos are only allowed when someone is 18 so it makes sense that this is the limit too. If it is irreversible then a young child may be too young to make this decision and later regret it.   People's bodies are still changing when they are a teenager so it may be uncertain how the surgery/irreversible treatment may look when their body has fully developed.   Although, I do think it does depend on the person and what the treatment is. For example, if it is purely aesthetic (for example a boob job or a nose job) then this definitely shouldn't be available for teenagers. Teenagers go through periods of hating how they look and the media will make them feel forced to get these treatments if it is offered to them. Peer pressure would be too much and they would regret it.   Although, if it is something like someone being transgender, then the treatment may be easier when their body is developing in puberty so that they will develop into their true gender rather than the wrong gender. Although I do have some friends who have thought they were transgender but have later decided they weren't. Similarly I have had friends who are transgender and are now their true gender and haven't regretted surgery. ",3.363,6.354,7.114,3,100,81,4.29,6.962,7.484,3,62,13,2.765,4.26,4.812,2,0,92,4.236,8.454,9.452,7,66,26,5.541,7.677,8.691,2,60,47,2.493,3.637,4.371,2,32,54,5.4,7.041,8.327,2,79,41,5.763,8.082,9.251,2,68,57,3.556,5.725,6.644,3,8,85,4.475,8.266,9.314,2,0,99,3.027,6.035,6.706,3,65,55,7.166,10.997,11.804,5,53,34,3.228,6.428,6.697,6,22,67,9.283,13.027,13.299,4,24,73,5ffe71d2898ab24e97147724,5ffe71d2898ab24e97147724,611666eb61bb33529fc1877d,fact,pb
2021-08-15 17:00:12,2021-08-15 17:03:34,0,77.97.7.139,100,202,1,2021-08-15 17:03:35,R_1hAc4DGkrAc6SnL,,,,,51.34759521484375,-0.736297607421875,anonymous,EN-GB,1,,,,,,33,,69,10.491,31.507,47.936,5,I think testing should be done on volunteers rather than animals who cannot consent to having horrible experiments done on them,2.572,4.597,5.1,3,100,100,3.25,4.666,5.043,3,51,51,4.683,6.011,6.707,2,0,100,3.076,6.339,6.686,5,51,51,4.001,4.913,5.638,2,51,51,6.325,9.469,9.874,4,16,97,7.747,9.042,9.791,2,71,100,4.059,5.106,5.741,2,100,100,2.075,5.366,5.664,4,0,100,7.355,7.355,7.978,1,,100,4.058,5.838,6.811,2,51,25,2.677,4.676,4.979,3,51,51,3.194,5.182,6.157,2,0,100,4.431,5.382,6.302,2,51,51,60e079141b0ab1d084bf23bf,60e079141b0ab1d084bf23bf,611666eb61bb33529fc1877d,fact,br
2021-08-15 17:00:05,2021-08-15 17:04:09,0,82.21.97.109,100,244,1,2021-08-15 17:04:09,R_1l3pnqdoZIjWw0j,,,,,54.5395965576171875,-5.975006103515625,anonymous,EN-GB,1,,,,98,,,,90,6.219,50.553,50.79,7,has been done for a very long time without any evidence of ill-effect.,5.778,8.073,8.83,3,70,46,5.833,9.788,10.238,4,16,72,3.119,7.431,8.033,6,0,99,3.401,4.523,4.854,2,93,100,3.995,8.582,10.868,3,56,24,5.4,6.266,6.615,2,64,71,3.839,5.047,5.642,2,78,87,3.246,5.218,5.771,2,100,100,5.595,6.4,8.396,2,24,42,2.818,5.325,5.729,2,0,95,3.585,5.442,6.045,3,4,90,5.294,6.179,6.735,2,57,42,4.779,6.089,6.292,3,12,66,5.802,6.96,7.417,2,76,67,5bc23fc683f9420001010af8,5bc23fc683f9420001010af8,611666eb61bb33529fc1877d,fact,gm
2021-08-15 16:58:04,2021-08-15 17:05:43,0,82.32.228.108,100,458,1,2021-08-15 17:05:43,R_31AiclwtPxNFLzG,,,,,55.8621063232421875,-4.0312042236328125,anonymous,EN-GB,1,,10,,,,,,64,30.832,37.962,68.237,5,"I believe the are not really being exploited as they are in an agreement. No one can legally steal a child and somehow grow it in a surrogate mother's womb. It has to be an agreement. I said I was about 70% confident as I am sure some expectant mother's - in ideal circumstances - would keep their own baby. I have also not experienced this life changing dilemma and so I don't know enough about tit that is why I chose around 70% confidence. ",8.03,10.179,12.832,2,11,64,6.643,9.14,13.335,2,10,77,0.147,13.165,13.848,5,59,81,5.554,9.334,10.018,2,21,59,10.247,14.264,15.005,3,54,3,4.786,7.643,8.461,2,65,72,11.044,13.438,15.008,2,62,39,7.497,9.086,9.688,2,100,100,6.657,13.32,15.007,3,78,77,5.377,13.713,15.012,4,67,46,4.488,6.671,7.409,2,25,40,7.071,13.011,13.997,2,53,11,4.269,8.332,9.936,3,46,47,11.189,12.708,15.108,2,65,29,61015f63f9a351d3171a0f98,61015f63f9a351d3171a0f98,611666eb61bb33529fc1877d,fact,su
2021-08-15 16:59:14,2021-08-15 17:07:21,0,80.7.114.126,100,487,1,2021-08-15 17:07:22,R_2xQzmLKzxLVaqL3,,,,,53.9579925537109375,-1.084197998046875,anonymous,EN-GB,1,,,,74,,,,58,5.362,55.188,55.948,10,"It it is not a point of view I hold particularly strongly, but I am reasonably confident that GM foods are safe for human consumption. I believe that most ant-GM stand points are misguided, just assuming that something is bad because science is involved. This ignores the fact that all foods have been modified through 100s of yours of selective breeding.   That all said I am not particularly well read on the subject, so I could be convinced  to think differently.",2.569,5.699,6.743,4,60,10,2.774,8.545,9.06,5,35,46,2.871,9.052,10.038,5,0,85,2.66,5.59,6.526,3,82,69,5.035,8.334,9.424,4,24,41,4.207,8.446,9.74,3,63,29,9.967,13.981,15.009,4,66,34,6.72,10.4,11.922,4,86,63,6.329,9.311,10.168,3,42,29,4.743,7.75,8.86,4,38,58,3.919,6.708,7.496,3,30,69,4.388,9.412,10.407,7,30,30,3.205,5.935,6.929,3,59,34,5.558,11.759,12.362,7,39,20,5f4e0155cf03293db269f873,5f4e0155cf03293db269f873,611666eb61bb33529fc1877d,fact,gm
2021-08-15 17:05:34,2021-08-15 17:09:48,0,82.23.97.83,100,253,1,2021-08-15 17:09:48,R_D1CnoC4KC6FCa0F,,,,,52.65130615234375,-1.0876007080078125,anonymous,EN-GB,1,,27,,,,,,87,1.776,44.206,46.341,18,I believe surrogate mother's are well protected and under very minimal of mistreatment of being taken advantage of.,5.084,6.043,7.379,2,18,97,4.358,6.385,6.907,3,19,91,3.956,4.905,5.301,2,25,88,5.285,6.497,6.927,2,44,70,6.983,8.626,9.03,3,72,90,2.946,4.048,4.47,2,11,95,6.185,9.616,10.037,2,100,99,4.231,5.391,5.825,2,96,100,2.353,3.972,4.627,2,100,100,5.22,6.122,6.58,2,68,69,4.004,4.996,5.469,2,20,75,3.701,4.976,5.473,2,60,70,3.049,4.724,5.059,3,6,100,8.896,11.749,12.1,4,100,96,5ddf094935cf74e7e614743c,5ddf094935cf74e7e614743c,611666eb61bb33529fc1877d,fact,su
2021-08-15 17:06:45,2021-08-15 17:10:19,0,51.9.3.238,100,214,1,2021-08-15 17:10:20,R_2U94BqJ7ES0N41Z,,,,,55.96319580078125,-3.2545928955078125,anonymous,EN-GB,1,77,,,,,,,27,6.768,47.262,51.231,5,I do not think the brain will have developed sufficiently to process things as painful until the third trimester at least.,2.848,4.752,6.097,2,69,31,3.303,7.078,8.436,4,72,66,2.431,7.1,8.44,3,8,100,2.905,4.518,5.851,2,64,54,4.844,6.509,7.915,2,71,71,3.515,6.568,7.801,3,57,66,4.719,6.681,7.51,2,96,65,5.32,7.237,8.76,2,58,62,2.593,7.29,9.211,3,13,84,3.249,8.099,9.745,3,30,91,3.336,6.648,7.928,2,30,62,3.277,5.553,6.565,2,68,69,4.22,7.646,8.989,3,41,67,6.286,8.707,10.177,2,42,32,5f61203f59f12308a70def89,5f61203f59f12308a70def89,611666eb61bb33529fc1877d,fact,ab
2021-08-15 17:05:20,2021-08-15 17:13:16,0,2.99.175.154,100,476,1,2021-08-15 17:13:16,R_5dMnS1T1u5vmmqJ,,,,,52.6259002685546875,1.3032073974609375,anonymous,EN-GB,1,,,,,,,85,68,16.385,34.648,62.501,3,"I think that young teenagers below 18 or sometimes older are under a lot of pressure from the media and other peers and may be persuaded to make changes that when older they regret. Their brains are not fully developed and they may not think through the longer term consequences. There opinions and wishes change more regularly than older people. I think they should be protected and unable to make permanent changes without having to think about these changes for a period of time and given support to help them decide encase they change their mind. ",4.554,7.426,9.633,2,31,21,0.325,8.94,13.629,3,68,69,7.448,10.08,11.441,2,30,85,4.39,6.808,7.87,2,87,81,3.57,9.922,12.53,3,85,82,4.225,8.329,9.379,2,39,28,4.643,7.5,11.844,2,81,82,5.272,12.136,15.013,6,81,80,7.203,9.811,13.189,2,55,24,3.375,12.071,15.016,4,50,19,5.022,8.502,9.344,2,2,83,5.86,10.26,15.018,3,50,67,3.235,8.058,9.546,2,51,42,6.791,11.383,13.736,2,60,26,60eb11e45f3e9cb0ae58a090,60eb11e45f3e9cb0ae58a090,611666eb61bb33529fc1877d,fact,pb
2021-08-15 17:07:54,2021-08-15 17:15:29,0,90.253.96.77,100,455,1,2021-08-15 17:15:29,R_2YJ42G6iRtA03jZ,,,,,52.3325042724609375,-0.1844024658203125,anonymous,EN-GB,1,,,5,,,,,33,11.973,68.713,70.345,3,"With the exception of the latest COVID vaccinations, I believe that there is stringent testing in place and there is also years of data to fall back on for research and data.  The covid vaccinations I am not so sure about, but I fully understand why they have been brought in so quickly; with these time will tell.",6.075,8.778,10.993,2,5,7,8.735,10.567,15.115,2,32,67,5.128,12.587,14.03,5,5,33,4.5,7.577,15.018,3,32,14,9.317,13.382,15.01,3,32,,0.027,10.52,15.125,5,1,100,0.821,12.092,15.113,3,100,,5.973,8.719,15.114,3,82,68,5.509,8.078,15.016,2,68,41,5.914,9.012,15.019,2,50,0,6.451,10.717,15.119,3,68,48,8.54,11.476,15.013,2,32,70,4.927,6.548,15.02,2,0,100,9.957,14.822,15.113,3,71,40,60ea0498cfbeface04b33ed0,60ea0498cfbeface04b33ed0,611666eb61bb33529fc1877d,fact,va
2021-08-15 17:09:06,2021-08-15 17:17:57,0,86.5.225.32,100,530,1,2021-08-15 17:17:57,R_3g7oSLCEzlBSWUw,,,,,53.799896240234375,-1.5124969482421875,anonymous,EN-GB,1,,,,,9,,,82,5.252,10.014,47.521,2,"I think a better approach would be to build the confidence of those who struggle with the issue. The suggested resolution on the previous page would create a negative stigma surrounding the issue and is a rather crude solution. ",3.414,13.459,14.501,5,0,41,4.715,5.908,6.626,2,30,75,12.636,14.093,14.826,2,7,94,5.508,7.307,7.998,2,94,88,11.7,13.485,14.757,2,10,82,4.807,6.788,7.544,2,35,61,9.841,12.76,13.548,2,90,97,5.8,11.197,15.011,3,96,94,3.846,6.86,7.791,2,75,50,13.383,14.736,15.008,2,86,72,4.494,6.37,7.199,2,0,95,4.95,6.294,6.953,2,31,71,4.557,7.81,8.494,3,0,100,11.373,13.925,15.11,2,76,77,60d0d1169662f19d57d7d075,60d0d1169662f19d57d7d075,611666eb61bb33529fc1877d,fact,sa
2021-08-15 17:12:07,2021-08-15 17:18:13,0,90.249.222.231,100,365,1,2021-08-15 17:18:13,R_2e9myyM9YTtzza8,,,,,54.84539794921875,-1.8820037841796875,anonymous,EN-GB,1,,,,,,,73,32,21.04,39.384,52.462,5,children lack the maturity to make such a life changing procedure,6.071,6.071,15.016,1,0,30,6.625,11.144,15.013,3,34,0,7.94,11.155,15.118,2,32,100,5.866,12.835,14.263,3,68,100,9.009,13.537,14.824,4,100,100,8.501,11.694,15.009,3,32,70,8.188,11.747,12.614,3,74,0,13.766,13.766,15.011,1,70,,5.01,9.667,12.177,3,100,69,7.871,11.566,14.647,3,35,35,7.778,12.97,15.014,5,0,100,10.198,13.768,14.589,3,100,100,12.019,12.019,15.117,1,51,1,10.852,10.852,15.118,1,51,,5e480e306f7753000b908cb2,5e480e306f7753000b908cb2,611666eb61bb33529fc1877d,fact,pb
2021-08-15 17:10:54,2021-08-15 17:18:41,0,81.158.206.255,100,467,1,2021-08-15 17:18:41,R_1C3nZ4l9qVUDWbX,,,,,51.577301025390625,-0.3278045654296875,anonymous,EN-GB,1,,33,,,,,,61,40.751,51.059,53.185,5,"If someone were willing to be a surrogate mother and received money for it too, I would not call this exploitation as there is choice and reward involved.",2.856,2.856,4.338,1,,66,12.36,14.244,15.13,3,31,,12.571,13.572,15.009,2,44,,6.006,8.324,11.157,2,32,34,15.056,15.056,15.131,1,68,,8.688,11.716,13.913,2,36,74,0.201,13.372,14.769,3,75,58,7.017,8.865,11.79,2,73,72,6.876,9.057,15.009,2,100,100,9.347,12.771,14.466,2,65,33,4.273,5.857,8.61,2,69,41,10.48,14.156,15.114,2,69,,4.885,4.885,6.241,1,,61,12.013,12.013,15.013,1,85,39,60f34b0f4cd39586fe21d42e,60f34b0f4cd39586fe21d42e,611666eb61bb33529fc1877d,fact,su
2021-08-15 17:11:42,2021-08-15 17:18:58,0,109.157.187.150,100,435,1,2021-08-15 17:18:58,R_1P5iskESHyIDTiN,,,,,51.721893310546875,0.4810943603515625,anonymous,EN-GB,1,,,,100,,,,100,5.534,14.088,48.024,4,The way GMO crops are modified doesn't change how they affect humans - things like making them seedless or changing when they ripen don't suddenly make them toxic. Some crops are even modified to produce extra nutrients. The process by which crops are modified puts no toxins in them.,3.324,12.296,13.207,6,72,14,5.174,7.696,13.281,2,18,79,3.778,8.526,8.939,3,0,100,2.496,4.414,5.944,2,100,100,4.528,6.256,11.864,3,72,75,6.678,8.533,8.75,3,27,40,4.302,14.243,15.059,3,78,67,3.879,5.648,6.276,2,100,100,2.258,3.403,3.895,2,0,100,4.902,7.023,9.568,2,0,100,9.114,12.312,12.85,2,0,100,4.6,5.428,6.009,2,66,55,3.813,7.41,9.375,2,17,59,3.343,7.067,7.657,3,0,96,610492da55cb9f123b322f2b,610492da55cb9f123b322f2b,611666eb61bb33529fc1877d,fact,gm
2021-08-15 17:16:38,2021-08-15 17:20:24,0,86.180.30.90,100,226,1,2021-08-15 17:20:24,R_2f1CfZM9mf4Fs02,,,,,51.58929443359375,-2.99310302734375,anonymous,EN-GB,1,100,,,,,,,87,1.116,43.453,45.929,16,"I believe life starts at birth, and that a foetus can’t feel pain before then. ",1.981,5.945,6.602,5,100,81,1.229,4.645,5.275,5,27,81,1.044,8.909,8.931,7,19,83,0.959,3.12,3.637,4,100,85,1.856,5.552,5.576,6,70,79,2.683,3.854,4.698,2,34,67,0.97,7.102,7.549,5,69,79,4.59,6.852,7.211,4,85,87,3.264,5.5,5.865,4,1,100,1.064,7.885,8.353,8,12,81,1.053,4.5,4.522,6,0,72,1.535,7.355,8.797,4,36,67,1.184,5.996,6.529,4,8,73,2.054,8.928,10.452,3,36,80,60fd3132e1bbc0085a2a214b,60fd3132e1bbc0085a2a214b,611666eb61bb33529fc1877d,fact,ab
2021-08-15 17:15:00,2021-08-15 17:20:37,0,84.69.242.180,100,336,1,2021-08-15 17:20:37,R_9Ntpeajuv9eCsI9,,,,,53.828094482421875,-1.689300537109375,anonymous,EN-GB,1,,,,,,32,,33,25.759,42.072,47.575,5,I feel that animal testing for the most part is unnecessary but may sometimes be indicated in extreme cases.,9.213,14.82,15.108,3,35,38,10.831,10.831,15.112,1,67,58,0,0,0.752,0,,,5.939,8.18,9.112,2,68,67,5.934,8.758,9.89,2,72,72,6.985,9.041,9.918,2,30,31,0.687,11.359,12.323,3,68,70,9.408,12.968,14.142,2,56,40,5.315,9.627,11.313,2,43,35,10.846,14.293,15.107,2,59,56,8.317,9.996,10.825,2,32,30,0,0,1.004,0,,,6.463,11.175,12.485,2,34,35,0,0,15.113,0,58,,610173c51442413dcc41f8d4,610173c51442413dcc41f8d4,611666eb61bb33529fc1877d,fact,br
2021-08-15 17:16:31,2021-08-15 17:20:44,0,213.205.240.120,100,252,1,2021-08-15 17:20:44,R_eKCOQh8Yvm383D3,,,,,51.5507049560546875,-0.0536956787109375,anonymous,EN-GB,1,,,,,62,,,17,4.999,44.77,46.29,17,"I am not very sure how important paid sexual assistance is for those with disability. ",9.536,12.88,13.559,4,81,73,4.346,7.77,8.443,3,78,34,0,0,1.402,0,,,8.458,10.576,10.962,3,77,74,3.907,12.064,13.194,7,64,13,3.858,5.575,6.239,2,100,100,11.692,14.077,15.123,3,,100,7.5,9.34,9.681,2,15,87,4.132,8.826,9.359,5,0,100,5.186,7.661,7.601,3,31,100,3.978,10.897,15.051,4,28,75,2.972,6.743,7.351,3,67,30,4.942,9.542,9.99,3,94,100,7.756,9.663,10.201,3,0,100,61066bad0cc6fe20587d620d,61066bad0cc6fe20587d620d,611666eb61bb33529fc1877d,fact,sa
2021-08-15 17:16:47,2021-08-15 17:20:52,0,82.32.240.88,100,244,1,2021-08-15 17:20:52,R_3mftE8yH1oC1Rgo,,,,,51.721893310546875,0.4810943603515625,anonymous,EN-GB,1,,,,,,93,,94,4.654,17.501,53.179,8,Testing on some animals is a necessary evil in order to make sure products are safe.,4.985,6.189,8.413,2,25,53,4.338,9.628,10.609,5,6,93,4.488,6.548,8.046,3,30,69,2.011,4.293,5.7,3,18,71,3.97,5.166,6.043,2,0,100,4.252,5.734,6.8,2,97,93,5.915,9.44,10.465,3,76,100,5.324,7.28,9.057,3,75,66,4.568,6.155,7.381,2,39,33,8.413,10.1,10.877,3,45,65,4.072,5.982,8.217,2,15,98,3.342,4.968,5.806,3,0,99,3.318,9.075,10.09,5,94,99,7.329,8.945,13.245,2,100,100,60cbec9c1cc8ff8b9cd32c44,60cbec9c1cc8ff8b9cd32c44,611666eb61bb33529fc1877d,fact,br
2021-08-15 17:16:41,2021-08-15 17:20:59,0,92.237.78.23,100,257,1,2021-08-15 17:20:59,R_bf37qYBdagw05up,,,,,51.5337982177734375,-0.454193115234375,anonymous,EN-GB,1,,,,45,,,,26,15.896,43.052,46.27,9,"As GM crops are a new phenomenon, much like with a vaccine I think that trails and testing need to take place before they are deemed safe. ",5.254,8.366,9.326,3,18,25,1.271,5.735,6.296,5,62,42,6.399,9.517,9.927,3,44,31,3.129,9.709,10.296,9,39,60,5.594,7.548,8.218,4,69,68,2.572,5.374,5.837,4,8,100,6.848,10.661,11.329,5,83,88,6.85,9.055,9.598,4,63,56,2.493,8.4,8.96,5,79,75,4.061,6.731,7.306,3,100,63,3.476,6.309,7.233,4,40,34,5.956,8.687,9.295,3,39,59,3.836,6.662,7.135,5,100,100,5.077,11.008,11.578,5,69,58,5ec1129f45a5365297e63600,5ec1129f45a5365297e63600,611666eb61bb33529fc1877d,fact,gm
2021-08-15 17:17:32,2021-08-15 17:21:01,0,77.99.156.190,100,209,1,2021-08-15 17:21:01,R_WeryRAmNcN315IJ,,,,,52.596893310546875,-2.182098388671875,anonymous,EN-GB,1,,,3,,,,,100,1.816,40.1,46.249,23,There are very rare cases of side effects of the vaccines with the most common only being mild.,4.155,5.338,5.78,2,33,68,3.136,4.774,5.211,3,33,77,2.753,7.001,7.4,5,0,100,3.624,6.171,6.845,3,52,52,1.572,5.233,5.641,4,72,71,3.626,4.875,5.231,2,71,82,2.972,14.532,15.018,4,63,,3.757,4.708,5.051,2,100,100,1.725,6.097,6.98,3,100,100,5.202,7.045,7.395,3,32,86,3.127,4.173,4.753,3,54,52,1.033,6.146,6.615,4,30,74,3.984,4.989,5.437,2,69,66,5.273,7.949,8.532,4,100,81,5e388c2b5d3ba8069613476e,5e388c2b5d3ba8069613476e,611666eb61bb33529fc1877d,fact,va
2021-08-15 17:16:34,2021-08-15 17:21:24,0,82.21.209.176,100,290,1,2021-08-15 17:21:24,R_3PnxGgMpNed2DbN,,,,,51.45660400390625,-0.9680023193359375,anonymous,EN-GB,1,,,25,,,,,64,25.166,47.39,47.417,8,"They can be very dangerous for a few people, but not for the majority as they are vigorously tested before use ",4.547,6.138,6.561,2,31,28,7.654,9.999,11.58,2,31,65,6.18,8.413,9.005,3,26,69,7.301,9.949,10.324,3,34,35,2.341,11.943,12.553,4,55,42,6.399,9.559,10.142,2,67,30,9.437,14.161,15.112,2,77,,7.636,10.321,11.49,3,100,99,3.479,5.828,6.102,3,65,59,8.611,11.841,12.28,4,42,60,6.158,7.441,8.086,3,40,37,4.982,12.891,13.286,7,58,57,9.504,11.696,12.477,3,36,68,6.703,13.748,15.01,3,50,50,5de3bb4674c6793bb8b1fdcc,5de3bb4674c6793bb8b1fdcc,611666eb61bb33529fc1877d,fact,va
2021-08-15 17:17:03,2021-08-15 17:21:39,0,92.40.173.55,100,275,1,2021-08-15 17:21:39,R_1156gOZWUrKIxOc,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,1,100,,,,,,,100,7.276,42.373,47.785,11,"I think it only feels pain when it is no longer attached to the mother. ",3.157,7.248,7.559,5,100,100,4.013,5.813,6.151,4,0,100,4.78,7.1,7.457,3,10,100,1.728,5.332,5.781,6,74,93,9.927,11.722,12.03,3,22,100,6.478,7.64,8.1,3,100,100,4.84,8.091,8.47,4,86,100,3.792,4.848,5.19,3,100,100,3.661,6.054,6.388,3,13,100,6.261,12.083,12.401,4,20,100,3.11,8.35,8.81,4,14,100,8.186,13.225,13.721,7,0,100,3.837,6.136,6.553,4,100,100,4.238,8.76,9.09,4,100,100,610148ae7dc5b3fd4e0b4bb8,610148ae7dc5b3fd4e0b4bb8,611666eb61bb33529fc1877d,fact,ab
2021-08-15 17:16:58,2021-08-15 17:21:48,0,213.205.242.153,100,289,1,2021-08-15 17:21:48,R_1CjS3brfMvQNAqA,,,,,52.4550018310546875,-1.864105224609375,anonymous,EN-GB,1,,,29,,,,,70,1.348,90.999,93.148,11,Every one reacts differently and majority of cases are risk free,4.189,5.623,6.25,2,38,,2.817,5.042,6.281,4,70,71,2.832,8.114,9.087,9,31,84,4.535,5.645,6.543,2,50,34,3.301,4.628,6.015,3,67,53,3.767,6.724,7.65,4,,28,8.545,12.279,13.347,6,82,74,2.904,4.921,6.057,3,84,84,0,0,1.101,0,,,3.828,8.136,8.799,6,100,100,4.242,5.317,5.901,2,50,50,3.44,6.408,7.623,4,35,,3.582,9.14,9.661,6,35,62,1.423,11.301,12.747,7,55,33,5f69c514b7dfb7020ee1bcb0,5f69c514b7dfb7020ee1bcb0,611666eb61bb33529fc1877d,fact,va
2021-08-15 17:16:55,2021-08-15 17:21:48,0,81.111.111.148,100,293,1,2021-08-15 17:21:49,R_2Qll7wAaM4nVclj,,,,,52.8079986572265625,-2.1118011474609375,anonymous,EN-GB,1,,30,,,,,,46,5.693,46.847,47.714,17,"Surrogates provide people who are unable to carry a baby, doing the mother a great thing. If they are being paid for this, I believe this is ok.",4.8,6.313,6.754,2,83,73,3.993,6.013,6.487,3,30,70,4.169,8.68,9.571,4,27,78,8.122,11.854,14.019,5,68,68,6.224,9.696,10.418,4,52,11,3.788,5.433,5.874,2,12,68,8.111,14.008,14.63,7,30,68,4.538,7.575,8.003,5,100,87,4.816,5.167,6.336,2,,100,4.578,7.432,7.936,4,26,76,3.789,5.278,5.792,2,26,68,4.06,6.202,6.888,3,35,36,4.083,8.788,11.025,6,0,96,8.203,12.351,13.21,5,22,81,60dcf992cb217d7b8e8c368a,60dcf992cb217d7b8e8c368a,611666eb61bb33529fc1877d,fact,su
2021-08-15 17:17:05,2021-08-15 17:21:48,0,45.133.172.88,100,283,1,2021-08-15 17:21:49,R_1CyHmdQEDEDnjRO,,,,,53.4662933349609375,-2.1342010498046875,anonymous,EN-GB,1,,,,,,,73,67,15.071,42.903,49.38,11,"Below 16, I don't think children can understand fully the consequences of permanently changing the body. ",6.319,8.227,9.261,2,48,0,8.943,10.849,12.082,2,36,55,4.824,11.17,12.157,4,15,99,5.765,8.617,9.35,3,100,81,9.472,14.235,15.009,3,66,56,7.358,9.427,10.397,2,55,43,7.696,9.791,10.792,2,67,65,5.521,8.243,9.78,2,84,62,5.455,9.022,9.598,4,43,61,6.148,9.268,10.45,2,14,82,2.994,4.597,5.596,2,0,99,6.634,8.558,10.122,2,0,78,8.795,12.12,14.068,2,63,46,13.565,13.565,15.009,1,41,,6107a593d84346246f383a0d,6107a593d84346246f383a0d,611666eb61bb33529fc1877d,fact,pb
2021-08-15 17:17:12,2021-08-15 17:22:17,0,92.13.205.78,100,304,1,2021-08-15 17:22:18,R_2aQ4fklTfolG3ak,,,,,53.4514007568359375,-2.8491058349609375,anonymous,EN-GB,1,,,,,59,,,13,10.124,31.15,47.881,7,"It could help as they would be able to fulfill their sexual needs better, but it could also be a dehumanizing and humiliating process. You may also not find a partner who is comfortable with a 3rd person assisting. ",4.388,8.517,9.528,2,71,21,7.888,10.72,12.278,2,35,55,6.991,11.657,12.731,4,18,84,4.288,6.528,8.221,3,33,31,4.563,6.646,7.798,2,58,9,3.867,6.011,7.124,2,27,43,6.313,10.243,11.544,3,83,66,6.459,9.835,11.52,2,70,41,6.545,8.006,9.189,2,25,66,4.381,6.595,8.326,2,69,65,3.755,5.247,6.53,2,62,39,6.066,7.596,9.36,2,61,17,5.688,12.838,14.546,6,11,83,5.866,8.457,9.378,2,81,46,60d071b0a972d9c8a2eb11fd,60d071b0a972d9c8a2eb11fd,611666eb61bb33529fc1877d,fact,sa
